T d154 d184 d214 d244
d 150 180 210 240
290 2.417560000E-04 2.423120000E-04 2.412900000E-04 2.411330000E-04
295 2.289750000E-04 2.290170000E-04 2.291840000E-04 2.298450000E-04
300 2.140800000E-04 2.130610000E-04 2.139440000E-04 2.136370000E-04
305 1.937060000E-04 1.938870000E-04 1.940170000E-04 1.944220000E-04
310 1.781840000E-04 1.778700000E-04 1.774560000E-04 1.782060000E-04
315 1.645900000E-04 1.637940000E-04 1.615220000E-04 1.654190000E-04
320 1.507620000E-04 1.494180000E-04 1.475770000E-04 1.513430000E-04
325 1.423150000E-04 1.420330000E-04 1.401200000E-04 1.491260000E-04
330 1.442810000E-04 1.385680000E-04 1.388120000E-04 1.401020000E-04
335 1.501750000E-04 1.391290000E-04 1.355950000E-04 1.423660000E-04
340 1.621380000E-04 1.506590000E-04 1.445320000E-04 1.435630000E-04
