T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
305 001_305 38.014 5.969080E-1 3.810605E+1 8.187380E+1 1.862280E+1 5.138620E-1 3.624092E+1 1.000000E+2 1.000000E+10 1.000000E+10 3.800E-4 5.623E+15
305 002_305 38.014 5.967900E-1 3.806508E+1 8.182550E+1 1.858820E+1 5.134910E-1 3.619964E+1 1.000000E+2 1.468000E+10 1.468000E+10 3.800E-4 5.623E+15
305 003_305 38.014 5.966170E-1 3.800581E+1 8.175610E+1 1.853810E+1 5.129570E-1 3.613971E+1 1.000000E+2 2.154000E+10 2.154000E+10 3.800E-4 5.623E+15
305 004_305 38.014 5.963610E-1 3.792066E+1 8.165710E+1 1.846630E+1 5.121960E-1 3.605317E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.800E-4 5.623E+15
305 005_305 38.014 5.959850E-1 3.779952E+1 8.151770E+1 1.836430E+1 5.111250E-1 3.592912E+1 1.000000E+2 4.642000E+10 4.642000E+10 3.800E-4 5.623E+15
305 006_305 38.014 5.954320E-1 3.763315E+1 8.132590E+1 1.822350E+1 5.096550E-1 3.575655E+1 1.000000E+2 6.813000E+10 6.813000E+10 3.800E-4 5.623E+15
305 007_305 38.014 5.946090E-1 3.739979E+1 8.107040E+1 1.802860E+1 5.076950E-1 3.551080E+1 1.000000E+2 1.000000E+11 1.000000E+11 3.800E-4 5.623E+15
305 008_305 38.014 5.933850E-1 3.708841E+1 8.074650E+1 1.777050E+1 5.052090E-1 3.517447E+1 1.000000E+2 1.468000E+11 1.468000E+11 3.800E-4 5.623E+15
305 009_305 38.014 5.915540E-1 3.668903E+1 8.034940E+1 1.743870E+1 5.012060E-1 3.479342E+1 1.000000E+2 2.154000E+11 2.154000E+11 3.800E-4 5.623E+15
305 010_305 38.014 5.887560E-1 3.620208E+1 8.000540E+1 1.705250E+1 4.969120E-1 3.431691E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.800E-4 5.623E+15
305 011_305 38.014 5.845390E-1 3.564200E+1 7.975130E+1 1.661550E+1 4.919810E-1 3.377262E+1 1.000000E+2 4.642000E+11 4.642000E+11 3.800E-4 5.623E+15
305 012_305 38.014 5.785990E-1 3.503342E+1 7.974430E+1 1.616440E+1 4.870500E-1 3.318841E+1 1.000000E+2 6.813000E+11 6.813000E+11 3.800E-4 5.623E+15
305 013_305 38.014 5.715160E-1 3.439962E+1 7.986660E+1 1.570170E+1 4.821070E-1 3.256899E+1 1.000000E+2 1.000000E+12 1.000000E+12 3.800E-4 5.623E+15
305 014_305 38.014 5.649170E-1 3.375210E+1 7.996840E+1 1.524770E+1 4.773060E-1 3.194531E+1 1.000000E+2 1.468000E+12 1.468000E+12 3.800E-4 5.623E+15
305 015_305 38.014 5.590700E-1 3.308976E+1 7.992130E+1 1.478500E+1 4.725140E-1 3.129018E+1 1.000000E+2 2.154000E+12 2.154000E+12 3.800E-4 5.623E+15
305 016_305 38.014 5.533640E-1 3.240520E+1 7.987470E+1 1.432300E+1 4.675800E-1 3.063226E+1 1.000000E+2 3.162000E+12 3.162000E+12 3.800E-4 5.623E+15
305 017_305 38.014 5.475530E-1 3.169111E+1 7.977890E+1 1.384370E+1 4.626430E-1 2.992301E+1 1.000000E+2 4.642000E+12 4.642000E+12 3.800E-4 5.623E+15
305 018_305 38.014 5.415980E-1 3.094276E+1 7.971680E+1 1.335940E+1 4.574770E-1 2.920228E+1 1.000000E+2 6.813000E+12 6.813000E+12 3.800E-4 5.623E+15
305 019_305 38.014 5.354890E-1 3.015778E+1 7.960810E+1 1.285600E+1 4.522660E-1 2.842584E+1 1.000000E+2 1.000000E+13 1.000000E+13 3.800E-4 5.623E+15
305 020_305 38.014 5.293170E-1 2.933540E+1 7.952200E+1 1.234800E+1 4.469600E-1 2.762653E+1 1.000000E+2 1.468000E+13 1.468000E+13 3.800E-4 5.623E+15
305 021_305 38.014 5.230430E-1 2.847601E+1 7.937710E+1 1.182260E+1 4.414090E-1 2.678370E+1 1.000000E+2 2.154000E+13 2.154000E+13 3.800E-4 5.623E+15
305 022_305 38.014 5.167080E-1 2.758102E+1 7.925240E+1 1.129450E+1 4.360660E-1 2.590099E+1 1.000000E+2 3.162000E+13 3.162000E+13 3.800E-4 5.623E+15
305 023_305 38.014 5.103440E-1 2.665292E+1 7.905090E+1 1.075260E+1 4.301020E-1 2.500016E+1 1.000000E+2 4.642000E+13 4.642000E+13 3.800E-4 5.623E+15
305 024_305 38.014 5.038500E-1 2.569526E+1 7.883150E+1 1.020600E+1 4.247030E-1 2.403084E+1 1.000000E+2 6.813000E+13 6.813000E+13 3.800E-4 5.623E+15
305 025_305 38.014 4.972830E-1 2.471273E+1 7.861000E+1 9.660600E+0 4.183240E-1 2.309348E+1 1.000000E+2 1.000000E+14 1.000000E+14 3.800E-4 5.623E+15
