N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.983893000E-03 -2.269509000E-03 -3.182076000E-03 -4.523671000E-03
1.600000000E+01 3.429554600E-02 3.386516600E-02 3.339069800E-02 3.231905600E-02
1.700000000E+01 8.347568300E-02 8.056683900E-02 7.709758500E-02 7.577885600E-02
1.549996187E+01 2.188852600E-02 2.104548700E-02 2.198620800E-02 2.212196500E-02
1.649996187E+01 6.322243800E-02 6.137246500E-02 6.036614700E-02 5.918757900E-02
1.674996808E+01 7.571640600E-02 7.209383600E-02 7.091897300E-02 6.965683600E-02
1.624993176E+01 4.741220900E-02 4.667701200E-02 4.581393500E-02 4.508122900E-02
1.574996808E+01 2.674157500E-02 2.673012200E-02 2.595756500E-02 2.633978100E-02
1.524993176E+01 1.288298900E-02 1.259168200E-02 1.283146600E-02 1.269462500E-02
