T d154 d184 d214 d244
d 150 180 210 240
290 6.328173200E-02 6.089569200E-02 5.796535800E-02 5.729642400E-02
295 6.131873400E-02 5.914371800E-02 5.641598100E-02 5.524518100E-02
300 6.007768900E-02 5.810876100E-02 5.552350900E-02 5.536253300E-02
305 6.003006800E-02 5.834124500E-02 5.585569900E-02 5.584049000E-02
310 6.068348100E-02 5.915945100E-02 5.682756500E-02 5.711390400E-02
315 6.229549300E-02 6.100192900E-02 5.877251000E-02 5.886131600E-02
320 6.542296800E-02 6.432624600E-02 6.215073100E-02 6.179874100E-02
325 6.897491100E-02 6.813416300E-02 6.618652400E-02 6.559613500E-02
330 7.334944500E-02 7.216354300E-02 7.062505200E-02 7.016082200E-02
335 7.938597100E-02 7.817264300E-02 7.662647700E-02 7.607371000E-02
340 8.515682200E-02 8.389158600E-02 8.246541600E-02 8.168817000E-02
