Ew Nt
4.4384268E-1 3.0289408E+15
4.4114222E-1 2.9777556E+15
4.3844174E-1 3.0036062E+15
4.3574126E-1 3.0711207E+15
4.3304078E-1 3.1297035E+15
4.3034031E-1 3.1392059E+15
4.2763984E-1 3.0860741E+15
4.2493937E-1 2.9821542E+15
4.2223889E-1 2.8523373E+15
4.1953842E-1 2.7211234E+15
4.1683794E-1 2.6043042E+15
4.1413746E-1 2.5074765E+15
4.1143699E-1 2.4296074E+15
4.0873652E-1 2.3676604E+15
4.0603604E-1 2.3184071E+15
4.0333557E-1 2.2777325E+15
4.0063510E-1 2.2404849E+15
3.9793462E-1 2.2021597E+15
3.9523414E-1 2.1605984E+15
3.9253367E-1 2.1157730E+15
3.8983320E-1 2.0683329E+15
3.8713272E-1 2.0188918E+15
3.8443225E-1 1.9687197E+15
3.8173177E-1 1.9206288E+15
3.7903130E-1 1.8787707E+15
3.7633082E-1 1.8472806E+15
3.7363035E-1 1.8285607E+15
3.7092988E-1 1.8220651E+15
3.6822940E-1 1.8244559E+15
3.6552893E-1 1.8315081E+15
3.6282845E-1 1.8408350E+15
3.6012798E-1 1.8534650E+15
3.5742750E-1 1.8730556E+15
3.5472703E-1 1.9034961E+15
3.5202655E-1 1.9466322E+15
3.4932608E-1 2.0012007E+15
3.4662560E-1 2.0630318E+15
3.4392513E-1 2.1261019E+15
3.4122466E-1 2.1839585E+15
3.3852418E-1 2.2310759E+15
3.3582371E-1 2.2637883E+15
3.3312323E-1 2.2805727E+15
3.3042276E-1 2.2815723E+15
3.2772228E-1 2.2675126E+15
3.2502181E-1 2.2386161E+15
3.2232133E-1 2.1942634E+15
3.1962086E-1 2.1336902E+15
3.1692039E-1 2.0571852E+15
3.1421991E-1 1.9668591E+15
3.1151944E-1 1.8664660E+15
3.0881896E-1 1.7604330E+15
3.0611849E-1 1.6527556E+15
3.0341801E-1 1.5463099E+15
3.0071754E-1 1.4427839E+15
2.9801706E-1 1.3430556E+15
2.9531659E-1 1.2476545E+15
2.9261611E-1 1.1569030E+15
2.8991564E-1 1.0704226E+15
2.8721517E-1 9.8598083E+14
2.8451469E-1 8.9812528E+14
2.8181422E-1 7.9756870E+14
2.7911374E-1 6.7256778E+14
2.7641327E-1 5.1300081E+14
2.7371279E-1 3.1610799E+14
2.7101232E-1 2.0614483E+14
