N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.033947000E-03 7.223850000E-04 5.014290000E-04 3.466510000E-04 2.391690000E-04 1.649870000E-04 1.140140000E-04 7.910600000E-05 5.527200000E-05 -5.201400000E-05 -3.284600000E-05 -1.927300000E-05 -9.819000000E-06 -3.573000000E-06 1.490000001E-07 2.035000000E-06 2.757000000E-06 2.875000000E-06 2.729000000E-06
1.600000000E+01 1.109732300E-02 7.989375000E-03 5.696821000E-03 4.025938000E-03 2.824066000E-03 1.970348000E-03 1.370504000E-03 9.527540000E-04 6.638860000E-04 4.652800000E-04 3.294050000E-04 2.368550000E-04 1.740080000E-04 1.313740000E-04 1.022940000E-04 8.216500000E-05 6.779800000E-05 5.708800000E-05 4.869300000E-05
1.700000000E+01 5.739136000E-02 4.555803700E-02 3.637253700E-02 2.914257900E-02 2.331808900E-02 1.852548400E-02 1.454797700E-02 1.127295700E-02 8.632530000E-03 6.560986000E-03 4.978493000E-03 3.794575000E-03 2.919182000E-03 2.272484000E-03 1.790165000E-03 1.424322000E-03 1.141350000E-03 9.185000000E-04 7.404520000E-04
1.549996187E+01 3.700875000E-03 2.558996000E-03 1.762864000E-03 1.211197000E-03 8.307740000E-04 5.694470000E-04 3.904640000E-04 2.681990000E-04 1.849200000E-04 1.283460000E-04 9.003300000E-05 6.416300000E-05 4.670300000E-05 3.485800000E-05 2.675600000E-05 2.114300000E-05 1.717800000E-05 1.431100000E-05 1.216200000E-05
1.649996187E+01 2.663917700E-02 2.030060200E-02 1.537881100E-02 1.153945000E-02 8.555528000E-03 6.265662000E-03 4.540817000E-03 3.267941000E-03 2.346521000E-03 1.690355000E-03 1.229036000E-03 9.075490000E-04 6.843570000E-04 5.288560000E-04 4.189990000E-04 3.393200000E-04 2.794040000E-04 2.325450000E-04 1.945900000E-04
1.674996808E+01 3.961173200E-02 3.090134200E-02 2.411397300E-02 1.874510300E-02 1.444620600E-02 1.099868000E-02 8.264561000E-03 6.140296000E-03 4.529816000E-03 3.337498000E-03 2.472071000E-03 1.852529000E-03 1.411667000E-03 1.096769000E-03 8.684690000E-04 6.987970000E-04 5.688350000E-04 4.663280000E-04 3.835200000E-04
1.624993176E+01 1.743670600E-02 1.291399200E-02 9.472061000E-03 6.871342000E-03 4.931259000E-03 3.506885000E-03 2.478058000E-03 1.745803000E-03 1.231021000E-03 8.727050000E-04 6.252470000E-04 4.553610000E-04 3.391150000E-04 2.594760000E-04 2.043840000E-04 1.654320000E-04 1.368870000E-04 1.150070000E-04 9.746000000E-05
1.574996808E+01 6.770385000E-03 4.762328000E-03 3.326369000E-03 2.310207000E-03 1.597789000E-03 1.102165000E-03 7.594950000E-04 5.237270000E-04 3.621700000E-04 2.518360000E-04 1.767540000E-04 1.258470000E-04 9.140100000E-05 6.813500000E-05 5.235800000E-05 4.155200000E-05 3.397800000E-05 2.848400000E-05 2.429600000E-05
1.524993176E+01 1.079021000E-03 7.285920000E-04 4.935010000E-04 3.353000000E-04 2.285800000E-04 1.564760000E-04 1.077510000E-04 7.487500000E-05 5.280200000E-05 3.806200000E-05 2.829300000E-05 2.182300000E-05 1.742500000E-05 1.428800000E-05 1.186800000E-05 9.919000000E-06 8.328000000E-06 7.051000000E-06 6.037000000E-06
