N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 8.331825000E-03 5.922195000E-03 4.153381000E-03 2.882916000E-03 1.984765000E-03 1.357018000E-03 9.218270000E-04 6.219190000E-04 4.162030000E-04 2.757070000E-04 1.802550000E-04 1.159130000E-04 7.312000000E-05 4.531000000E-05 2.791000000E-05 1.760700000E-05 1.186200000E-05 8.753000000E-06 6.987000000E-06
1.600000000E+01 1.179156000E-02 8.153761000E-03 5.600973000E-03 3.833834000E-03 2.620802000E-03 1.792322000E-03 1.228375000E-03 8.456050000E-04 5.867480000E-04 4.122660000E-04 2.950250000E-04 2.158350000E-04 1.612940000E-04 1.223160000E-04 9.331100000E-05 7.128600000E-05 5.463700000E-05 4.227900000E-05 3.324200000E-05
1.700000000E+01 1.250180520E-01 9.675341400E-02 7.285099400E-02 5.366366000E-02 3.886294800E-02 2.777078100E-02 1.962666800E-02 1.373804900E-02 9.535741000E-03 6.575466000E-03 4.518841000E-03 3.111003000E-03 2.161403000E-03 1.528704000E-03 1.109636000E-03 8.307770000E-04 6.418470000E-04 5.098870000E-04 4.140930000E-04
1.549996187E+01 2.302867000E-03 1.670651000E-03 1.190407000E-03 8.367540000E-04 5.822610000E-04 4.021810000E-04 2.763120000E-04 1.891470000E-04 1.292480000E-04 8.839900000E-05 6.079600000E-05 4.237400000E-05 3.028100000E-05 2.250300000E-05 1.760100000E-05 -1.448900000E-05 9.169999999E-07 8.143000000E-06 1.089700000E-05
1.649996187E+01 5.607885400E-02 4.088653700E-02 2.929894100E-02 2.071439700E-02 1.449009000E-02 1.004922400E-02 6.920008000E-03 4.736849000E-03 3.226573000E-03 2.189773000E-03 1.483354000E-03 1.005805000E-03 6.855760000E-04 4.725440000E-04 3.317320000E-04 2.389220000E-04 1.775130000E-04 1.363400000E-04 1.080610000E-04
1.674996808E+01 8.644951500E-02 6.479367600E-02 4.749702800E-02 3.421673600E-02 2.431291600E-02 1.708251300E-02 1.188768900E-02 8.203524000E-03 5.620430000E-03 3.828871000E-03 2.599945000E-03 1.766685000E-03 1.208483000E-03 8.387590000E-04 5.958270000E-04 4.363340000E-04 3.305620000E-04 2.588010000E-04 2.084450000E-04
1.624993176E+01 3.226142000E-02 2.297079700E-02 1.614775200E-02 1.124294400E-02 7.771851000E-03 5.343356000E-03 3.658766000E-03 2.497900000E-03 1.702334000E-03 1.159897000E-03 7.918040000E-04 5.430000000E-04 3.751990000E-04 2.619800000E-04 1.854820000E-04 1.337320000E-04 9.867600000E-05 7.481800000E-05 5.838900000E-05
1.574996808E+01 2.217698000E-03 1.661859000E-03 1.216200000E-03 8.741250000E-04 6.202570000E-04 4.365420000E-04 3.060350000E-04 2.145800000E-04 -3.281100000E-04 -2.107830000E-04 -1.262060000E-04 -6.506800000E-05 -2.222200000E-05 5.285000000E-06 2.003600000E-05 2.548900000E-05 2.546400000E-05 2.297300000E-05 1.983400000E-05
1.524993176E+01 3.817439000E-03 2.723496000E-03 1.914746000E-03 1.330976000E-03 9.168960000E-04 6.268620000E-04 4.255690000E-04 2.868430000E-04 1.918200000E-04 1.271610000E-04 8.355700000E-05 5.455100000E-05 3.565500000E-05 2.370200000E-05 1.640000000E-05 1.207500000E-05 9.533000000E-06 7.990000000E-06 6.981000000E-06
