N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 3.191996000E-03 1.847512000E-03 1.774211000E-03 5.228534000E-03 1.554600700E-02 2.744519300E-02 4.345454400E-02 6.565643800E-02 9.544644100E-02
1.016672606E+01 2.242565000E-03 1.310567000E-03 1.286459000E-03 3.554079000E-03 1.086050500E-02 1.951873300E-02 3.151798100E-02 4.868700600E-02 7.256497100E-02
1.033324570E+01 1.559117000E-03 9.182780000E-04 9.175700000E-04 2.413514000E-03 7.532940000E-03 1.374487100E-02 2.259216500E-02 3.560218300E-02 5.421941100E-02
1.049996187E+01 1.075230000E-03 6.375760000E-04 6.468140000E-04 1.639891000E-03 5.196724000E-03 9.601109000E-03 1.603811800E-02 2.576021600E-02 4.003011600E-02
1.066670514E+01 7.366800000E-04 4.397140000E-04 4.524360000E-04 1.116019000E-03 3.570537000E-03 6.661913000E-03 1.129000500E-02 1.847648600E-02 2.930980300E-02
1.083333839E+01 5.018130000E-04 3.017440000E-04 3.151110000E-04 7.613830000E-04 2.445893000E-03 4.597221000E-03 7.888291000E-03 1.314615500E-02 2.132011600E-02
1.100000000E+01 3.398750000E-04 2.062870000E-04 2.192070000E-04 5.214910000E-04 1.672014000E-03 3.158527000E-03 5.475705000E-03 9.282360000E-03 1.541232100E-02
1.116672606E+01 2.287530000E-04 1.406430000E-04 1.528000000E-04 3.594270000E-04 1.141740000E-03 2.162900000E-03 3.780836000E-03 6.509249000E-03 1.107251400E-02
1.133324570E+01 1.528320000E-04 9.574800000E-05 1.071190000E-04 2.502880000E-04 7.797640000E-04 1.477996000E-03 2.600786000E-03 4.540528000E-03 7.911548000E-03
1.149996187E+01 1.012250000E-04 6.522500000E-05 -1.426370000E-04 1.771340000E-04 5.336350000E-04 1.009495000E-03 1.786202000E-03 3.159185000E-03 5.635807000E-03
1.166670514E+01 6.640100000E-05 4.463900000E-05 -8.854800000E-05 1.282940000E-04 3.669350000E-04 6.908220000E-04 1.228654000E-03 2.201627000E-03 4.020192000E-03
1.183333839E+01 4.318500000E-05 3.091500000E-05 -4.963500000E-05 9.556400000E-05 2.544080000E-04 4.753520000E-04 8.503440000E-04 1.545797000E-03 2.889762000E-03
1.200000000E+01 2.800500000E-05 2.191600000E-05 -2.221500000E-05 7.314200000E-05 1.785280000E-04 3.305260000E-04 5.959040000E-04 1.101506000E-03 2.108406000E-03
1.216672606E+01 1.836500000E-05 1.613600000E-05 -4.219000000E-06 5.705000000E-05 1.272600000E-04 2.337010000E-04 4.260620000E-04 8.028150000E-04 1.571735000E-03
1.233324570E+01 1.247000000E-05 1.250300000E-05 6.115000000E-06 4.487700000E-05 9.243100000E-05 1.691470000E-04 3.131040000E-04 6.021280000E-04 1.201726000E-03
1.249996187E+01 8.996000000E-06 1.024800000E-05 1.073900000E-05 3.537900000E-05 6.867100000E-05 1.260760000E-04 2.376690000E-04 4.658140000E-04 9.423600000E-04
1.266670514E+01 6.984000000E-06 -2.157000000E-06 1.186400000E-05 2.798100000E-05 5.237400000E-05 9.710000000E-05 1.864860000E-04 3.709390000E-04 7.552850000E-04
1.283333839E+01 5.786000000E-06 2.583000000E-06 1.126500000E-05 2.234200000E-05 4.108800000E-05 7.722100000E-05 1.507100000E-04 3.024430000E-04 6.154850000E-04
1.300000000E+01 5.017000000E-06 4.593000000E-06 1.006500000E-05 1.809300000E-05 3.313700000E-05 6.315500000E-05 1.246670000E-04 2.508450000E-04 5.071950000E-04
