N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 2.046100000E-03 1.432673000E-03 9.938710000E-04 6.846060000E-04 4.689280000E-04 3.196470000E-04 2.168940000E-04 1.464780000E-04 9.842800000E-05 6.581100000E-05 4.384100000E-05 2.922200000E-05 1.968000000E-05 1.361000000E-05 9.866000000E-06 7.612000000E-06 6.257000000E-06 5.409000000E-06 4.834000000E-06
1.600000000E+01 1.468952400E-02 1.029759900E-02 7.168211000E-03 4.961600000E-03 3.418845000E-03 2.347737000E-03 1.608300000E-03 1.100200000E-03 7.525360000E-04 5.156300000E-04 3.548680000E-04 2.462320000E-04 1.730810000E-04 1.238960000E-04 9.081300000E-05 6.848200000E-05 5.327000000E-05 4.272000000E-05 3.519600000E-05
1.700000000E+01 8.271180400E-02 6.280824700E-02 4.716928600E-02 3.519859000E-02 2.615960100E-02 1.936631100E-02 1.426628000E-02 1.044816500E-02 7.611673000E-03 5.530968000E-03 4.028116000E-03 2.958882000E-03 2.206607000E-03 1.679093000E-03 1.306289000E-03 1.037471000E-03 8.378630000E-04 6.847350000E-04 5.636720000E-04
1.549996187E+01 -1.634100000E-04 -1.761190000E-04 -1.528110000E-04 -1.194700000E-04 -8.755700000E-05 -6.090000000E-05 -3.999700000E-05 -2.397600000E-05 -1.166200000E-05 -2.036000000E-06 5.544000000E-06 1.133000000E-05 1.522000000E-05 1.707900000E-05 1.708200000E-05 1.574500000E-05 1.376900000E-05 1.172100000E-05 9.914000000E-06
1.649996187E+01 3.768072600E-02 2.742316900E-02 1.977634500E-02 1.414545400E-02 1.003845100E-02 7.070643000E-03 4.947314000E-03 3.443868000E-03 2.390174000E-03 1.658832000E-03 1.155913000E-03 8.131500000E-04 5.814670000E-04 4.257440000E-04 3.210920000E-04 2.500440000E-04 2.006530000E-04 1.650170000E-04 1.381280000E-04
1.674996808E+01 5.673007900E-02 4.215027000E-02 3.102426300E-02 2.267131000E-02 1.645603100E-02 1.185933600E-02 8.483280000E-03 6.027457000E-03 4.262451000E-03 3.010725000E-03 2.134793000E-03 1.529333000E-03 1.114907000E-03 8.325260000E-04 6.392510000E-04 5.046810000E-04 4.081090000E-04 3.360380000E-04 2.800110000E-04
1.624993176E+01 2.423358700E-02 1.729307300E-02 1.223290400E-02 8.586921000E-03 5.986939000E-03 4.150421000E-03 2.864354000E-03 1.970628000E-03 1.353745000E-03 9.306010000E-04 6.420840000E-04 4.466060000E-04 3.149880000E-04 2.268370000E-04 1.679370000E-04 1.284050000E-04 1.014790000E-04 8.261200000E-05 6.884400000E-05
1.574996808E+01 7.101537000E-03 4.890384000E-03 3.355827000E-03 2.297462000E-03 1.570641000E-03 1.073064000E-03 7.332910000E-04 5.018380000E-04 3.446330000E-04 2.382260000E-04 1.664720000E-04 1.181540000E-04 8.544300000E-05 6.302700000E-05 4.736500000E-05 3.625200000E-05 2.831300000E-05 2.260300000E-05 1.847600000E-05
1.524993176E+01 1.490653000E-03 1.056632000E-03 7.405020000E-04 5.147950000E-04 3.559470000E-04 2.452950000E-04 1.687870000E-04 1.161860000E-04 8.019800000E-05 5.570400000E-05 3.914200000E-05 2.804800000E-05 2.071100000E-05 -2.705400000E-05 -1.110100000E-05 -1.858000000E-06 2.683000000E-06 4.491000000E-06 4.934000000E-06
