N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.025516310E+00 1.024475287E+00 1.023697148E+00 1.023085594E+00
1.600000000E+01 1.251686256E+00 1.245290657E+00 1.239088703E+00 1.233318003E+00
1.700000000E+01 1.333820269E+00 1.330830888E+00 1.327113742E+00 1.324978728E+00
1.549996187E+01 1.087880195E+00 1.062565788E+00 1.041310016E+00 1.021627245E+00
1.649996187E+01 1.294360512E+00 1.291406338E+00 1.287823940E+00 1.284879156E+00
1.674996808E+01 1.314054279E+00 1.309560697E+00 1.306798776E+00 1.304166761E+00
1.624993176E+01 1.276210841E+00 1.271869441E+00 1.267615505E+00 1.263586055E+00
1.574996808E+01 1.204340700E+00 1.192475461E+00 1.181462962E+00 1.171918027E+00
1.524993176E+01 1.014527941E+00 1.013311954E+00 1.012415181E+00 1.011721564E+00
