Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.500000000E+01 1.017819021E+00 1.011675888E+00 6.143133000E-03 1.016802765E+00 1.010220309E+00 6.582456000E-03
1.000000000E+01 1.524993176E+01 1.007194388E+00 1.008731636E+00 -1.537248000E-03 1.006756224E+00 1.007856322E+00 -1.100098000E-03
1.000000000E+01 1.549996187E+01 1.006426461E+00 1.100002665E+00 -9.357620400E-02 1.005913954E+00 1.091715682E+00 -8.580172800E-02
1.000000000E+01 1.574996808E+01 1.102870719E+00 1.148992635E+00 -4.612191600E-02 1.097810089E+00 1.136791288E+00 -3.898119900E-02
1.000000000E+01 1.600000000E+01 1.151821370E+00 1.172316453E+00 -2.049508300E-02 1.140435847E+00 1.153065010E+00 -1.262916300E-02
1.000000000E+01 1.624993176E+01 1.192129193E+00 1.172625513E+00 1.950368000E-02 1.161288024E+00 1.149855122E+00 1.143290200E-02
1.000000000E+01 1.649996187E+01 1.220707890E+00 1.167837588E+00 5.287030200E-02 1.179850032E+00 1.140263119E+00 3.958691300E-02
1.000000000E+01 1.674996808E+01 1.234534190E+00 1.162136222E+00 7.239796800E-02 1.172420720E+00 1.130064745E+00 4.235597500E-02
1.000000000E+01 1.700000000E+01 1.244179320E+00 1.161252085E+00 8.292723500E-02 1.163442041E+00 1.115422237E+00 4.801980400E-02
1.016672606E+01 1.500000000E+01 1.017780748E+00 1.011672202E+00 6.108546000E-03 1.017075443E+00 1.010635407E+00 6.440036000E-03
1.016672606E+01 1.524993176E+01 1.007188539E+00 1.008709887E+00 -1.521348000E-03 1.006880019E+00 1.008119458E+00 -1.239439000E-03
1.016672606E+01 1.549996187E+01 1.006424691E+00 1.100140720E+00 -9.371602900E-02 1.006026875E+00 1.092372777E+00 -8.634590200E-02
1.016672606E+01 1.574996808E+01 1.102911369E+00 1.149029617E+00 -4.611824800E-02 1.099405464E+00 1.140452969E+00 -4.104750500E-02
1.016672606E+01 1.600000000E+01 1.151869896E+00 1.172386626E+00 -2.051673000E-02 1.144204656E+00 1.158757208E+00 -1.455255200E-02
1.016672606E+01 1.624993176E+01 1.192345999E+00 1.172753884E+00 1.959211500E-02 1.171080603E+00 1.156516503E+00 1.456410000E-02
1.016672606E+01 1.649996187E+01 1.220775379E+00 1.168050134E+00 5.272524500E-02 1.189875961E+00 1.148691312E+00 4.118464900E-02
1.016672606E+01 1.674996808E+01 1.234589454E+00 1.162498938E+00 7.209051600E-02 1.186367593E+00 1.139693713E+00 4.667388000E-02
1.016672606E+01 1.700000000E+01 1.244247012E+00 1.161841550E+00 8.240546200E-02 1.181279729E+00 1.128475805E+00 5.280392400E-02
1.033324570E+01 1.500000000E+01 1.017725223E+00 1.011667950E+00 6.057273000E-03 1.017238818E+00 1.010938763E+00 6.300055000E-03
1.033324570E+01 1.524993176E+01 1.007180143E+00 1.008110888E+00 -9.307450000E-04 1.006964948E+00 1.008346967E+00 -1.382019000E-03
1.033324570E+01 1.549996187E+01 1.006421727E+00 1.100337968E+00 -9.391624100E-02 1.006184310E+00 1.093101368E+00 -8.691705800E-02
1.033324570E+01 1.574996808E+01 1.102963086E+00 1.149083243E+00 -4.612015700E-02 1.100545568E+00 1.143094638E+00 -4.254907000E-02
1.033324570E+01 1.600000000E+01 1.151940581E+00 1.172489876E+00 -2.054929500E-02 1.146875067E+00 1.162941477E+00 -1.606641000E-02
1.033324570E+01 1.624993176E+01 1.192631755E+00 1.172940276E+00 1.969147900E-02 1.177550086E+00 1.161502037E+00 1.604804900E-02
1.033324570E+01 1.649996187E+01 1.220875402E+00 1.168362320E+00 5.251308200E-02 1.198788962E+00 1.155198932E+00 4.359003000E-02
1.033324570E+01 1.674996808E+01 1.234670313E+00 1.163025533E+00 7.164478000E-02 1.199414363E+00 1.144098626E+00 5.531573700E-02
1.033324570E+01 1.700000000E+01 1.244346210E+00 1.162686529E+00 8.165968100E-02 1.198276901E+00 1.139273589E+00 5.900331200E-02
1.049996187E+01 1.500000000E+01 1.017645102E+00 1.011661012E+00 5.984090000E-03 1.017311233E+00 1.011152915E+00 6.158318000E-03
1.049996187E+01 1.524993176E+01 1.007168209E+00 1.008701057E+00 -1.532848000E-03 1.007019208E+00 1.008484710E+00 -1.465502000E-03
1.049996187E+01 1.549996187E+01 1.006467381E+00 1.100622281E+00 -9.415490000E-02 1.006214934E+00 1.095353888E+00 -8.913895400E-02
1.049996187E+01 1.574996808E+01 1.103048228E+00 1.149161418E+00 -4.611319000E-02 1.101387002E+00 1.144994450E+00 -4.360744800E-02
1.049996187E+01 1.600000000E+01 1.152042829E+00 1.172641811E+00 -2.059898200E-02 1.148550021E+00 1.166000348E+00 -1.745032700E-02
1.049996187E+01 1.624993176E+01 1.193046027E+00 1.173210669E+00 1.983535800E-02 1.180775669E+00 1.165220452E+00 1.555521700E-02
1.049996187E+01 1.649996187E+01 1.221020640E+00 1.168813832E+00 5.220680800E-02 1.205443703E+00 1.159884668E+00 4.555903500E-02
1.049996187E+01 1.674996808E+01 1.234788456E+00 1.163780371E+00 7.100808500E-02 1.209499680E+00 1.150281173E+00 5.921850700E-02
1.049996187E+01 1.700000000E+01 1.244491517E+00 1.163884977E+00 8.060654000E-02 1.212151298E+00 1.144141040E+00 6.801025800E-02
1.066670514E+01 1.500000000E+01 1.017530410E+00 1.011652185E+00 5.878225000E-03 1.017302075E+00 1.011300358E+00 6.001717000E-03
1.066670514E+01 1.524993176E+01 1.007151512E+00 1.008904565E+00 -1.753053000E-03 1.007048727E+00 1.008657830E+00 -1.609103000E-03
1.066670514E+01 1.549996187E+01 1.006518595E+00 1.100821113E+00 -9.430251800E-02 1.006377660E+00 1.096962256E+00 -9.058459600E-02
1.066670514E+01 1.574996808E+01 1.103169308E+00 1.149276578E+00 -4.610727000E-02 1.102028981E+00 1.146379198E+00 -4.435021700E-02
1.066670514E+01 1.600000000E+01 1.152191205E+00 1.172860899E+00 -2.066969400E-02 1.149789758E+00 1.168262404E+00 -1.847264600E-02
1.066670514E+01 1.624993176E+01 1.193641672E+00 1.173600372E+00 2.004130000E-02 1.186095462E+00 1.168048587E+00 1.804687500E-02
1.066670514E+01 1.649996187E+01 1.221230428E+00 1.169459993E+00 5.177043500E-02 1.210349219E+00 1.163215927E+00 4.713329200E-02
1.066670514E+01 1.674996808E+01 1.234958623E+00 1.164851137E+00 7.010748600E-02 1.217078852E+00 1.155303327E+00 6.177552500E-02
1.066670514E+01 1.700000000E+01 1.244704151E+00 1.165562911E+00 7.914124000E-02 1.222886575E+00 1.151355703E+00 7.153087200E-02
1.083333839E+01 1.500000000E+01 1.017368131E+00 1.011639688E+00 5.728443000E-03 1.017212438E+00 1.011397091E+00 5.815347000E-03
1.083333839E+01 1.524993176E+01 1.007128710E+00 1.008906985E+00 -1.778275000E-03 1.007058028E+00 1.008756026E+00 -1.697998000E-03
1.083333839E+01 1.549996187E+01 1.006531125E+00 1.100910397E+00 -9.437927200E-02 1.006422920E+00 1.098799828E+00 -9.237690800E-02
1.083333839E+01 1.574996808E+01 1.103340048E+00 1.149439642E+00 -4.609959400E-02 1.102558198E+00 1.147421007E+00 -4.486280900E-02
1.083333839E+01 1.600000000E+01 1.152404219E+00 1.173177328E+00 -2.077310900E-02 1.150755945E+00 1.170000974E+00 -1.924502900E-02
1.083333839E+01 1.624993176E+01 1.194492587E+00 1.174161023E+00 2.033156400E-02 1.189346945E+00 1.170314014E+00 1.903293100E-02
1.083333839E+01 1.649996187E+01 1.221532302E+00 1.170378233E+00 5.115406900E-02 1.213981308E+00 1.166025205E+00 4.795610300E-02
1.083333839E+01 1.674996808E+01 1.235203707E+00 1.166354739E+00 6.884896800E-02 1.222694275E+00 1.159629591E+00 6.306468400E-02
1.083333839E+01 1.700000000E+01 1.245014845E+00 1.167865108E+00 7.714973700E-02 1.229026684E+00 1.157706597E+00 7.132008700E-02
1.100000000E+01 1.500000000E+01 1.017142405E+00 1.011623845E+00 5.518560000E-03 1.017036522E+00 1.011456962E+00 5.579560000E-03
1.100000000E+01 1.524993176E+01 1.007098704E+00 1.009018794E+00 -1.920090000E-03 1.007050148E+00 1.007752203E+00 -7.020550000E-04
1.100000000E+01 1.549996187E+01 1.006571396E+00 1.101044946E+00 -9.447355000E-02 1.006440186E+00 1.100617675E+00 -9.417748900E-02
1.100000000E+01 1.574996808E+01 1.103586874E+00 1.149671844E+00 -4.608497000E-02 1.103051304E+00 1.148258747E+00 -4.520744300E-02
1.100000000E+01 1.600000000E+01 1.152707610E+00 1.173631437E+00 -2.092382700E-02 1.151576904E+00 1.171438653E+00 -1.986174900E-02
1.100000000E+01 1.624993176E+01 1.195691079E+00 1.174958568E+00 2.073251100E-02 1.192111874E+00 1.172294603E+00 1.981727100E-02
1.100000000E+01 1.649996187E+01 1.221963159E+00 1.171665895E+00 5.029726400E-02 1.216745430E+00 1.168632122E+00 4.811330800E-02
1.100000000E+01 1.674996808E+01 1.235553858E+00 1.168417018E+00 6.713684000E-02 1.226865943E+00 1.163683084E+00 6.318285900E-02
1.100000000E+01 1.700000000E+01 1.245467885E+00 1.170938231E+00 7.452965400E-02 1.232288862E+00 1.163689181E+00 6.859968100E-02
