Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.500000000E+01 1.007929669E+00 1.085990360E+00 -7.806069100E-02 1.007357244E+00 1.085176575E+00 -7.781933100E-02
1.000000000E+01 1.524993176E+01 1.083155865E+00 1.143035482E+00 -5.987961700E-02 1.081563502E+00 1.139609291E+00 -5.804578900E-02
1.000000000E+01 1.549996187E+01 1.128516439E+00 1.154193337E+00 -2.567689800E-02 1.125752141E+00 1.148678515E+00 -2.292637400E-02
1.000000000E+01 1.574996808E+01 1.166176702E+00 1.159168429E+00 7.008273000E-03 1.159561215E+00 1.151372675E+00 8.188540000E-03
1.000000000E+01 1.600000000E+01 1.186529101E+00 1.162258132E+00 2.427096900E-02 1.175238591E+00 1.151510235E+00 2.372835600E-02
1.000000000E+01 1.624993176E+01 1.195821210E+00 1.161269652E+00 3.455155800E-02 1.179273917E+00 1.146992329E+00 3.228158800E-02
1.000000000E+01 1.649996187E+01 1.204074418E+00 1.157513169E+00 4.656124900E-02 1.170923980E+00 1.139158884E+00 3.176509600E-02
1.000000000E+01 1.674996808E+01 1.211902797E+00 1.154909365E+00 5.699343200E-02 1.178084821E+00 1.131568534E+00 4.651628700E-02
1.000000000E+01 1.700000000E+01 1.226679164E+00 1.157529763E+00 6.914940100E-02 1.174922711E+00 1.128586473E+00 4.633623800E-02
1.016672606E+01 1.500000000E+01 1.007955384E+00 1.086109910E+00 -7.815452600E-02 1.007512532E+00 1.085541288E+00 -7.802875600E-02
1.016672606E+01 1.524993176E+01 1.083502926E+00 1.143022514E+00 -5.951958800E-02 1.082490184E+00 1.140551484E+00 -5.806130000E-02
1.016672606E+01 1.549996187E+01 1.128568302E+00 1.154214553E+00 -2.564625100E-02 1.126643749E+00 1.150410579E+00 -2.376683000E-02
1.016672606E+01 1.574996808E+01 1.166620526E+00 1.159203800E+00 7.416726000E-03 1.162005264E+00 1.153802830E+00 8.202434000E-03
