N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.161178500E-02 1.055569800E-02 9.845006000E-03 9.360770000E-03
1.016672606E+01 8.607770000E-03 7.714443000E-03 7.116910000E-03 6.711029000E-03
1.033324570E+01 6.290779000E-03 5.569725000E-03 5.090896000E-03 4.766945000E-03
1.049996187E+01 4.534758000E-03 3.976051000E-03 3.607508000E-03 3.359069000E-03
1.066670514E+01 3.230737000E-03 2.812190000E-03 2.537567000E-03 2.352903000E-03
1.083333839E+01 2.281264000E-03 1.975998000E-03 1.776404000E-03 1.642357000E-03
1.100000000E+01 1.601636000E-03 1.383533000E-03 1.241201000E-03 1.145641000E-03
1.116672606E+01 1.121756000E-03 9.684030000E-04 8.684050000E-04 8.012660000E-04
1.133324570E+01 7.864560000E-04 6.800420000E-04 6.106630000E-04 5.641480000E-04
1.149996187E+01 5.540190000E-04 4.810490000E-04 4.335440000E-04 4.018440000E-04
1.166670514E+01 3.937970000E-04 3.444350000E-04 3.124190000E-04 2.912940000E-04
1.183333839E+01 2.838240000E-04 2.510010000E-04 2.298870000E-04 2.162330000E-04
1.200000000E+01 2.085220000E-04 1.872090000E-04 1.737060000E-04 1.652530000E-04
1.216672606E+01 1.569720000E-04 1.435730000E-04 1.352610000E-04 1.303040000E-04
1.233324570E+01 1.215100000E-04 1.134440000E-04 1.085610000E-04 1.058360000E-04
1.249996187E+01 9.680600000E-05 9.219000000E-05 8.944800000E-05 8.806600000E-05
1.266670514E+01 7.914400000E-05 7.664800000E-05 7.517500000E-05 7.453600000E-05
1.283333839E+01 6.601200000E-05 6.473800000E-05 6.396900000E-05 6.371300000E-05
1.300000000E+01 5.577600000E-05 5.516300000E-05 5.476700000E-05 5.469400000E-05
