N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 6.407314000E-03 7.964221000E-03 8.601598000E-03 7.709650000E-03
1.600000000E+01 3.119035100E-02 3.119589500E-02 3.117959100E-02 3.046737900E-02
1.700000000E+01 6.778107600E-02 6.766967800E-02 6.666001400E-02 6.667658100E-02
1.549996187E+01 2.317522500E-02 2.255429600E-02 2.347560300E-02 2.344873300E-02
1.649996187E+01 5.403509400E-02 5.379267600E-02 5.406692000E-02 5.409298400E-02
1.674996808E+01 6.329768500E-02 6.200605400E-02 6.265155700E-02 6.303944300E-02
1.624993176E+01 4.135668900E-02 4.159099900E-02 4.161713500E-02 4.158673700E-02
1.574996808E+01 2.655621700E-02 2.660736600E-02 2.593954400E-02 2.636666300E-02
1.524993176E+01 1.638042900E-02 1.687199100E-02 1.752127000E-02 1.766766300E-02
