N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.134526800E-02 -9.431791000E-03 -8.759141000E-03 -9.790780000E-03
1.600000000E+01 3.066884600E-02 3.064489600E-02 3.023081200E-02 2.997561200E-02
1.700000000E+01 6.492772900E-02 6.474716700E-02 6.369780300E-02 6.418687400E-02
1.549996187E+01 2.204026400E-02 2.136812400E-02 2.229102600E-02 2.214532400E-02
1.649996187E+01 5.129264900E-02 5.105252400E-02 5.116220400E-02 5.134039800E-02
1.674996808E+01 6.032933900E-02 5.905873400E-02 5.975707400E-02 6.002927000E-02
1.624993176E+01 3.953872500E-02 3.957914500E-02 3.969875000E-02 3.980081500E-02
1.574996808E+01 2.623524300E-02 2.633184300E-02 2.569875800E-02 2.621089500E-02
1.524993176E+01 1.123256800E-02 1.181344300E-02 1.246819400E-02 1.266732100E-02
