fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
T01_280 T01_280.dat 280 41.41 1.000E+000 1.035E+001 5.371E-005 1.000E+020 1.716E+000 1.245E-003 1.596E-003 
T02_285 T02_285.dat 285 40.68 1.000E+000 9.809E+000 5.724E-005 1.000E+020 1.707E+000 1.230E-003 1.240E-003 
T03_290 T03_290.dat 290 39.98 1.000E+000 9.152E+000 6.090E-005 1.000E+020 1.692E+000 1.230E-003 8.407E-004 
T04_295 T04_295.dat 295 39.3 1.000E+000 8.582E+000 6.469E-005 1.000E+020 1.683E+000 1.212E-003 6.340E-004 
T05_300 T05_300.dat 300 38.65 1.000E+000 8.029E+000 6.852E-005 1.000E+020 1.675E+000 1.193E-003 5.627E-004 
T06_305 T06_305.dat 305 38.01 1.000E+000 7.908E+000 7.251E-005 1.000E+020 1.663E+000 1.179E-003 7.051E-004 
T07_310 T07_310.dat 310 37.4 1.000E+000 7.335E+000 7.670E-005 1.000E+020 1.653E+000 1.158E-003 8.854E-004 
T08_315 T08_315.dat 315 36.81 1.000E+000 6.803E+000 8.082E-005 1.000E+020 1.646E+000 1.132E-003 1.169E-003 
T09_320 T09_320.dat 320 36.23 1.000E+000 6.291E+000 8.511E-005 1.000E+020 1.639E+000 1.106E-003 1.522E-003 
T10_325 T10_325.dat 325 35.67 1.000E+000 5.779E+000 8.958E-005 1.000E+020 1.628E+000 1.083E-003 1.933E-003 
T11_330 T11_330.dat 330 35.13 1.000E+000 5.295E+000 9.430E-005 1.000E+020 1.607E+000 1.069E-003 2.402E-003 
T12_335 T12_335.dat 335 34.61 1.000E+000 4.848E+000 9.920E-005 1.000E+020 1.579E+000 1.057E-003 2.953E-003 
T13_340 T13_340.dat 340 34.1 1.000E+000 4.798E+000 1.045E-004 1.000E+020 1.535E+000 1.054E-003 3.446E-003 
