fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
T01_280 T01_280.dat 280 41.41 1.000E+000 1.765E+001 2.352E-005 1.000E+020 1.675E+000 2.994E-004 4.754E-003 
T02_285 T02_285.dat 285 40.68 1.000E+000 1.707E+001 2.532E-005 1.000E+020 1.661E+000 2.992E-004 4.143E-003 
T03_290 T03_290.dat 290 39.98 1.000E+000 1.628E+001 2.722E-005 1.000E+020 1.647E+000 2.991E-004 3.564E-003 
T04_295 T04_295.dat 295 39.3 1.000E+000 1.549E+001 2.926E-005 1.000E+020 1.622E+000 3.073E-004 2.706E-003 
T05_300 T05_300.dat 300 38.65 1.000E+000 1.468E+001 3.124E-005 1.000E+020 1.614E+000 3.037E-004 2.348E-003 
T06_305 T06_305.dat 305 38.01 1.000E+000 1.446E+001 3.332E-005 1.000E+020 1.598E+000 3.024E-004 2.021E-003 
T07_310 T07_310.dat 310 37.4 1.000E+000 1.360E+001 3.560E-005 1.000E+020 1.573E+000 3.076E-004 1.721E-003 
T08_315 T08_315.dat 315 36.81 1.000E+000 1.274E+001 3.800E-005 1.000E+020 1.555E+000 3.059E-004 1.769E-003 
T09_320 T09_320.dat 320 36.23 1.000E+000 1.189E+001 4.040E-005 1.000E+020 1.537E+000 3.037E-004 2.076E-003 
T10_325 T10_325.dat 325 35.67 1.000E+000 1.169E+001 4.302E-005 1.000E+020 1.512E+000 3.049E-004 2.569E-003 
T11_330 T11_330.dat 330 35.13 1.000E+000 1.088E+001 4.549E-005 1.000E+020 1.495E+000 3.010E-004 3.112E-003 
T12_335 T12_335.dat 335 34.61 1.000E+000 1.010E+001 4.819E-005 1.000E+020 1.475E+000 2.968E-004 3.769E-003 
T13_340 T13_340.dat 340 34.1 1.000E+000 9.335E+000 5.115E-005 1.000E+020 1.448E+000 2.941E-004 4.518E-003 
