fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
T01_280 T01_280.dat 280 41.41 1.000E+000 6.565E+000 7.203E-005 1.000E+020 1.545E+000 1.817E-002 7.243E-004 
T02_285 T02_285.dat 285 40.68 1.000E+000 6.211E+000 7.637E-005 1.000E+020 1.532E+000 1.789E-002 4.941E-004 
T03_290 T03_290.dat 290 39.98 1.000E+000 5.869E+000 8.087E-005 1.000E+020 1.510E+000 1.776E-002 3.258E-004 
T04_295 T04_295.dat 295 39.3 1.000E+000 5.550E+000 8.550E-005 1.000E+020 1.487E+000 1.758E-002 2.509E-004 
T05_300 T05_300.dat 300 38.65 1.000E+000 5.248E+000 9.026E-005 1.000E+020 1.459E+000 1.747E-002 2.596E-004 
T06_305 T06_305.dat 305 38.01 1.000E+000 4.948E+000 9.515E-005 1.000E+020 1.435E+000 1.708E-002 3.367E-004 
T07_310 T07_310.dat 310 37.4 1.000E+000 4.895E+000 1.002E-004 1.000E+020 1.408E+000 1.665E-002 5.177E-004 
T08_315 T08_315.dat 315 36.81 1.000E+000 4.607E+000 1.053E-004 1.000E+020 1.383E+000 1.606E-002 6.915E-004 
T09_320 T09_320.dat 320 36.23 1.000E+000 4.307E+000 1.107E-004 1.000E+020 1.338E+000 1.564E-002 8.960E-004 
T10_325 T10_325.dat 325 35.67 1.000E+000 4.012E+000 1.164E-004 1.000E+020 1.281E+000 1.513E-002 1.130E-003 
T11_330 T11_330.dat 330 35.13 1.000E+000 3.716E+000 1.226E-004 1.000E+020 1.206E+000 1.455E-002 1.392E-003 
T12_335 T12_335.dat 335 34.61 1.000E+000 3.361E+000 1.364E-004 1.000E+020 1.039E+000 1.034E-002 1.520E-003 
T13_340 T13_340.dat 340 34.1 1.000E+000 2.935E+000 2.062E-004 1.000E+020 9.820E-001 2.612E-003 1.531E-003 
