N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 7.476000000E-06 7.659000000E-06 7.951000000E-06 8.328000000E-06
1.600000000E+01 4.534400000E-05 4.483200000E-05 4.447900000E-05 4.452400000E-05
1.700000000E+01 1.920090000E-04 1.906280000E-04 1.788200000E-04 1.791260000E-04
1.549996187E+01 1.957400000E-05 1.889300000E-05 1.858200000E-05 1.843200000E-05
1.649996187E+01 9.371500000E-05 9.362000000E-05 9.379200000E-05 9.216600000E-05
1.674996808E+01 1.340730000E-04 1.334720000E-04 1.357920000E-04 1.350440000E-04
1.624993176E+01 6.618200000E-05 6.559000000E-05 6.545600000E-05 6.523500000E-05
1.574996808E+01 3.018800000E-05 2.945700000E-05 2.929600000E-05 2.893400000E-05
1.524993176E+01 1.241300000E-05 1.207500000E-05 1.197500000E-05 1.202200000E-05
