N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.060270000E-04 9.037800000E-05 7.978500000E-05 7.233900000E-05
1.600000000E+01 7.312400000E-04 6.099810000E-04 5.771160000E-04 5.845170000E-04
1.700000000E+01 1.903777000E-03 1.822213000E-03 1.786085000E-03 2.237679000E-03
1.549996187E+01 3.496660000E-04 3.121850000E-04 2.881190000E-04 2.709650000E-04
1.649996187E+01 1.086906000E-03 1.042089000E-03 1.014715000E-03 9.943480000E-04
1.674996808E+01 1.408689000E-03 1.358713000E-03 1.330915000E-03 1.333270000E-03
1.624993176E+01 8.558210000E-04 8.226020000E-04 7.753560000E-04 7.532240000E-04
1.574996808E+01 4.903680000E-04 4.440240000E-04 4.350210000E-04 4.003170000E-04
1.524993176E+01 2.295600000E-04 2.037410000E-04 1.866690000E-04 1.748630000E-04
