T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.356673675E+00 1.286656277E+00 7.001739800E-02 1.355204558E+00 1.286312898E+00 6.889166000E-02 1.469117000E-03 3.433790000E-04
295 1.354194882E+00 1.093734068E+00 2.604608140E-01 1.352782692E+00 1.093567044E+00 2.592156480E-01 1.412190000E-03 1.670240000E-04
300 1.352511393E+00 1.285393468E+00 6.711792500E-02 1.351171049E+00 1.285097824E+00 6.607322500E-02 1.340344000E-03 2.956440000E-04
305 1.351812570E+00 1.112152136E+00 2.396604340E-01 1.350569297E+00 1.111973759E+00 2.385955380E-01 1.243273000E-03 1.783770000E-04
310 1.351761724E+00 1.287835844E+00 6.392588000E-02 1.350620374E+00 1.287595358E+00 6.302501600E-02 1.141350000E-03 2.404860000E-04
315 1.352615127E+00 1.131929168E+00 2.206859590E-01 1.351578914E+00 1.131729182E+00 2.198497320E-01 1.036213000E-03 1.999860000E-04
320 1.354401059E+00 1.293142751E+00 6.125830800E-02 1.353468060E+00 1.292934699E+00 6.053336100E-02 9.329990000E-04 2.080520000E-04
325 1.356915808E+00 1.151856638E+00 2.050591700E-01 1.356078000E+00 1.151591088E+00 2.044869120E-01 8.378080000E-04 2.655500000E-04
330 1.359629579E+00 1.300425064E+00 5.920451500E-02 1.358874294E+00 1.300202223E+00 5.867207100E-02 7.552850000E-04 2.228410000E-04
335 1.363425133E+00 1.171437794E+00 1.919873390E-01 1.362735994E+00 1.171217421E+00 1.915185730E-01 6.891390000E-04 2.203730000E-04
340 1.367456731E+00 1.307343366E+00 6.011336500E-02 1.366814884E+00 1.307155756E+00 5.965912800E-02 6.418470000E-04 1.876100000E-04
