N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.210421913E+00 1.208811650E+00 1.207484614E+00 1.205667217E+00 1.202040478E+00 1.193334021E+00 1.173261616E+00 1.130971666E+00 1.054106198E+00 1.020451699E+00 1.022294777E+00
1.600000000E+01 1.246993052E+00 1.245891294E+00 1.245695067E+00 1.245837143E+00 1.247114791E+00 1.248807946E+00 1.250695191E+00 1.252928807E+00 1.255083791E+00 1.256480852E+00 1.257066406E+00
1.700000000E+01 1.292794677E+00 1.291161986E+00 1.290644658E+00 1.290923605E+00 1.292312948E+00 1.294549902E+00 1.297045467E+00 1.300440473E+00 1.304248750E+00 1.307767264E+00 1.311545621E+00
1.549996187E+01 1.225222165E+00 1.224221691E+00 1.223781170E+00 1.224167063E+00 1.225033873E+00 1.225843660E+00 1.226506148E+00 1.225868734E+00 1.222177462E+00 1.212543784E+00 1.191044163E+00
1.649996187E+01 1.260058416E+00 1.259142207E+00 1.258752971E+00 1.259664475E+00 1.261435708E+00 1.263573896E+00 1.266894237E+00 1.270289193E+00 1.273564385E+00 1.277179432E+00 1.280586502E+00
1.674996808E+01 1.273289736E+00 1.271897812E+00 1.271133628E+00 1.271846029E+00 1.273632457E+00 1.275618006E+00 1.278862587E+00 1.282302015E+00 1.285709395E+00 1.289679104E+00 1.293463752E+00
1.624993176E+01 1.253234978E+00 1.252467400E+00 1.252497906E+00 1.253039628E+00 1.254569706E+00 1.256784561E+00 1.259243611E+00 1.262194872E+00 1.265197577E+00 1.267773880E+00 1.270155071E+00
1.574996808E+01 1.236937964E+00 1.235325249E+00 1.234966934E+00 1.235364282E+00 1.236174468E+00 1.237395100E+00 1.238643909E+00 1.240510275E+00 1.241080497E+00 1.240018733E+00 1.235646744E+00
1.524993176E+01 1.217593670E+00 1.216355358E+00 1.215978247E+00 1.215974189E+00 1.215899623E+00 1.214826690E+00 1.211426346E+00 1.202027043E+00 1.180763679E+00 1.137294400E+00 1.060252434E+00
