N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.046654310E+00 1.045326884E+00 1.044044244E+00 1.042769556E+00
1.600000000E+01 1.220593072E+00 1.210744149E+00 1.200812461E+00 1.195129800E+00
1.700000000E+01 1.325853170E+00 1.322397194E+00 1.319013685E+00 1.316937129E+00
1.549996187E+01 1.011762628E+00 1.010726660E+00 1.009953662E+00 1.009330134E+00
1.649996187E+01 1.291718285E+00 1.288134094E+00 1.284192926E+00 1.280641411E+00
1.674996808E+01 1.310735888E+00 1.306091493E+00 1.303341214E+00 1.300394846E+00
1.624993176E+01 1.267664176E+00 1.261904636E+00 1.256634788E+00 1.251783357E+00
1.574996808E+01 1.106392876E+00 1.085526126E+00 1.071770067E+00 1.060524642E+00
1.524993176E+01 1.020090799E+00 1.019038433E+00 1.018142559E+00 1.017342610E+00
