N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.184962526E+00 1.180311618E+00 1.175773382E+00 1.170547575E+00
1.600000000E+01 1.250351000E+00 1.247693866E+00 1.245571155E+00 1.242563017E+00
1.700000000E+01 1.299064259E+00 1.296297639E+00 1.293768112E+00 1.292999489E+00
1.549996187E+01 1.227331374E+00 1.223558429E+00 1.221784322E+00 1.219829489E+00
1.649996187E+01 1.274146292E+00 1.271225564E+00 1.269385022E+00 1.267680450E+00
1.674996808E+01 1.286840740E+00 1.282910962E+00 1.281678163E+00 1.280301687E+00
1.624993176E+01 1.261696119E+00 1.259421926E+00 1.257231972E+00 1.255335668E+00
1.574996808E+01 1.239010530E+00 1.236415719E+00 1.233299788E+00 1.231654493E+00
1.524993176E+01 1.212310040E+00 1.208907091E+00 1.206223991E+00 1.203879901E+00
