N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.158391825E+00 1.150406569E+00 1.143071084E+00 1.135556300E+00
1.600000000E+01 1.252108787E+00 1.249656089E+00 1.247607707E+00 1.244717384E+00
1.700000000E+01 1.301450518E+00 1.298957141E+00 1.296279684E+00 1.295652887E+00
1.549996187E+01 1.226791062E+00 1.222861746E+00 1.221014218E+00 1.218691365E+00
1.649996187E+01 1.276241745E+00 1.273381242E+00 1.271756577E+00 1.270130346E+00
1.674996808E+01 1.289098215E+00 1.285197574E+00 1.284078102E+00 1.282873382E+00
1.624993176E+01 1.263623722E+00 1.261394538E+00 1.259386435E+00 1.257756631E+00
1.574996808E+01 1.240292190E+00 1.237685580E+00 1.234630575E+00 1.232967926E+00
1.524993176E+01 1.205882721E+00 1.201467257E+00 1.198018410E+00 1.194807869E+00
