T d154 d184 d214 d244
d 150 180 210 240
290 1.199554798E+00 1.197534904E+00 1.195581832E+00 1.193985818E+00
295 1.189401049E+00 1.186822240E+00 1.184562462E+00 1.181679102E+00
300 1.166852052E+00 1.162953390E+00 1.160057779E+00 1.157044955E+00
305 1.120708885E+00 1.114279356E+00 1.110267742E+00 1.107138887E+00
310 1.036878427E+00 1.026641294E+00 1.021058192E+00 1.017912044E+00
315 1.017196158E+00 1.015510466E+00 1.014219993E+00 1.013164937E+00
320 1.019042292E+00 1.017361987E+00 1.015984319E+00 1.014835516E+00
325 1.023520807E+00 1.021681154E+00 1.020081424E+00 1.018667409E+00
330 1.031529012E+00 1.029368389E+00 1.027370648E+00 1.025513543E+00
335 1.044075599E+00 1.041454372E+00 1.038901943E+00 1.036434744E+00
340 1.062008030E+00 1.058844934E+00 1.055646596E+00 1.052457264E+00
