N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 4.975100000E-05 3.989200000E-05 2.506600000E-05 -2.968000000E-06 -5.408600000E-05 5.144900000E-05 6.057700000E-05 8.252400000E-05 1.258370000E-04 2.039570000E-04 3.381460000E-04
1.600000000E+01 7.781790000E-04 6.824380000E-04 6.066250000E-04 5.540190000E-04 5.241620000E-04 5.165980000E-04 5.275820000E-04 5.490000000E-04 5.660140000E-04 5.500430000E-04 4.555130000E-04
1.700000000E+01 1.062159500E-02 9.716164000E-03 8.787982000E-03 7.902245000E-03 7.119533000E-03 6.491057000E-03 6.054569000E-03 5.835199000E-03 5.850838000E-03 6.108764000E-03 6.613562000E-03
1.549996187E+01 2.030970000E-04 1.798370000E-04 1.636350000E-04 1.528610000E-04 1.434890000E-04 1.275530000E-04 8.979000000E-05 7.681000000E-06 -1.372670000E-04 9.857000000E-05 1.113900000E-04
1.649996187E+01 2.967473000E-03 2.634658000E-03 2.335533000E-03 2.086359000E-03 1.898826000E-03 1.779874000E-03 1.735090000E-03 1.763036000E-03 1.861586000E-03 2.023178000E-03 2.231100000E-03
1.674996808E+01 5.697740000E-03 5.131585000E-03 4.587546000E-03 4.098883000E-03 3.696039000E-03 3.403002000E-03 3.232864000E-03 3.194561000E-03 3.292102000E-03 3.522969000E-03 3.877333000E-03
1.624993176E+01 1.523581000E-03 1.340505000E-03 1.185406000E-03 1.065332000E-03 9.857520000E-04 9.483030000E-04 9.510250000E-04 9.904810000E-04 1.059365000E-03 1.139570000E-03 1.205779000E-03
1.574996808E+01 3.972980000E-04 3.492010000E-04 3.143980000E-04 2.925520000E-04 2.822570000E-04 2.796100000E-04 2.764430000E-04 2.582650000E-04 1.982150000E-04 5.883200000E-05 -1.876450000E-04
1.524993176E+01 1.031390000E-04 9.098200000E-05 8.051100000E-05 6.764400000E-05 4.411500000E-05 -4.331000000E-06 -9.053700000E-05 7.112200000E-05 8.241300000E-05 1.085830000E-04 1.581780000E-04
