fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L4 31822 300.07 38.638 2.009184749E-10 2.692195808E+00 6.310031243E+03 9.309834587E-05 4.523681638E+00 2.468152594E+03 0.000000000E+00 2.570055525E-04 4.935605681E-01 2.300841807E-04 4.378915957E-05 3.856021036E-01 2.874894159E-01 1.523157276E-04 1.118816036E-03 
0L39 32542 300.02 38.645 9.106545953E-11 2.588530444E+00 6.179008613E+03 9.366123382E-05 4.727747207E+00 2.479571498E+03 0.000000000E+00 2.553637266E-04 4.961388671E-01 2.276087851E-04 4.363955994E-05 3.864453547E-01 2.896232031E-01 1.506770157E-04 1.015534756E-03 
0L40 32562 300.03 38.643 2.497319800E-10 2.736422614E+00 6.400624943E+03 9.027581119E-05 4.375950714E+00 2.430107239E+03 0.000000000E+00 2.532101387E-04 4.957978082E-01 2.274061890E-04 4.363134055E-05 3.869828101E-01 2.902650969E-01 1.503154909E-04 1.932025030E-03 
0L41 32582 300.02 38.645 1.724282071E-10 2.680527370E+00 6.378637394E+03 9.273382004E-05 4.568458893E+00 2.458555950E+03 0.000000000E+00 2.536966097E-04 4.959772155E-01 2.272215311E-04 4.359994569E-05 3.868786291E-01 2.898534520E-01 1.504206536E-04 1.505189298E-03 
0L42 32602 300.02 38.645 1.321020344E-10 2.640159865E+00 6.256892364E+03 9.204695008E-05 4.580137222E+00 2.457269524E+03 0.000000000E+00 2.541877519E-04 4.959007846E-01 2.272468939E-04 4.359154732E-05 3.868205461E-01 2.897652754E-01 1.504374438E-04 1.684472192E-03 
0L43 32622 300.02 38.645 1.678869117E-10 2.669423947E+00 6.297959295E+03 8.970712056E-05 4.461074431E+00 2.432307305E+03 0.000000000E+00 2.536083472E-04 4.956325293E-01 2.272404326E-04 4.357820047E-05 3.869224089E-01 2.896847918E-01 1.504331664E-04 9.800397691E-04 
L381 39400 300.01 38.646 1.597736758E-10 2.677978479E+00 6.287365990E+03 8.946161876E-05 4.513633598E+00 2.439964861E+03 0.000000000E+00 2.488643523E-04 4.967835950E-01 2.225840691E-04 4.270630420E-05 3.862163593E-01 2.911471190E-01 1.466829016E-04 2.142336657E-03 
L382 39420 300.01 38.646 1.828098101E-10 2.697414710E+00 6.236090967E+03 8.737329183E-05 4.367567798E+00 2.415186164E+03 0.000000000E+00 2.487820036E-04 4.965398310E-01 2.227908544E-04 4.274273192E-05 3.863766083E-01 2.911250012E-01 1.468191730E-04 2.333970613E-03 
L383 39440 300.01 38.646 2.189506889E-10 2.716417581E+00 6.353696754E+03 8.646116423E-05 4.343767009E+00 2.406291982E+03 0.000000000E+00 2.480803098E-04 4.961620921E-01 2.226226324E-04 4.270600814E-05 3.866304765E-01 2.906536153E-01 1.469309374E-04 1.110937744E-03 
L384 39460 300.01 38.646 1.771554716E-10 2.690034199E+00 6.318159965E+03 8.866691895E-05 4.413854539E+00 2.434683906E+03 0.000000000E+00 2.484252470E-04 4.960836631E-01 2.225587917E-04 4.273010229E-05 3.870207520E-01 2.909010187E-01 1.468888025E-04 1.618861076E-03 
