fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L5 31844 300.05 38.641 1.626675888E-10 2.655711722E+00 6.289368878E+03 9.237766536E-05 4.580564761E+00 2.461642613E+03 0.000000000E+00 2.570115817E-04 4.939252800E-01 2.299307500E-04 4.380700319E-05 3.857316134E-01 2.877984821E-01 1.522141565E-04 5.841614424E-04 
00L6 31860 300.06 38.64 2.268056304E-10 2.707749647E+00 6.384421610E+03 9.214891954E-05 4.489749739E+00 2.462016120E+03 0.000000000E+00 2.564238279E-04 4.937693533E-01 2.299077109E-04 4.380029276E-05 3.858329778E-01 2.877832325E-01 1.521989046E-04 1.656287864E-03 
00L7 31880 300.03 38.643 1.787886991E-10 2.673023192E+00 6.303488028E+03 9.222914309E-05 4.520990586E+00 2.460438529E+03 0.000000000E+00 2.566114275E-04 4.939804691E-01 2.297638886E-04 4.382549067E-05 3.861315036E-01 2.881290352E-01 1.521036943E-04 2.344539528E-03 
00L8 31902 300.01 38.646 1.264633406E-10 2.613960929E+00 6.251719402E+03 9.092875252E-05 4.569459694E+00 2.458701522E+03 0.000000000E+00 2.565538869E-04 4.939310333E-01 2.294515510E-04 4.380657574E-05 3.865289220E-01 2.879617343E-01 1.521263783E-04 1.119947848E-03 
00L9 31922 300.01 38.646 2.121900290E-10 2.697405533E+00 6.389781516E+03 9.129731530E-05 4.479059970E+00 2.447175137E+03 0.000000000E+00 2.556244369E-04 4.943473393E-01 2.292997098E-04 4.380334921E-05 3.864306913E-01 2.885664412E-01 1.517964079E-04 2.495269771E-03 
0L48 32722 300.02 38.645 2.193148614E-10 2.718641580E+00 6.447282106E+03 9.205946117E-05 4.493865226E+00 2.448182035E+03 0.000000000E+00 2.528951476E-04 4.961833908E-01 2.269151598E-04 4.357823447E-05 3.870471709E-01 2.901002684E-01 1.502178358E-04 1.056995404E-03 
0L49 32742 300.02 38.645 1.528706657E-10 2.663618260E+00 6.359445575E+03 9.327695106E-05 4.638543300E+00 2.470314715E+03 0.000000000E+00 2.537420574E-04 4.961131857E-01 2.269723352E-04 4.351874347E-05 3.864761085E-01 2.896312589E-01 1.502556859E-04 3.525583660E-03 
0L50 32762 300.03 38.643 1.063953503E-10 2.608952496E+00 6.221561568E+03 9.278891006E-05 4.667642238E+00 2.468389163E+03 0.000000000E+00 2.545040652E-04 4.960359402E-01 2.271588148E-04 4.356700422E-05 3.866472800E-01 2.897144215E-01 1.503791354E-04 2.462222872E-03 
0L51 32784 300.01 38.646 1.504145345E-10 2.654711359E+00 6.275703091E+03 8.992624815E-05 4.490340035E+00 2.439874869E+03 0.000000000E+00 2.536098797E-04 4.958309612E-01 2.270654889E-04 4.356324250E-05 3.869326910E-01 2.898084715E-01 1.503173537E-04 1.344390976E-03 
0L52 32802 300.01 38.646 1.205418966E-10 2.626500751E+00 6.264529388E+03 9.225823995E-05 4.626429822E+00 2.461572566E+03 0.000000000E+00 2.539218480E-04 4.960856645E-01 2.269014120E-04 4.354406459E-05 3.868433092E-01 2.898903627E-01 1.502087347E-04 1.470138189E-03 
