fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L3 31800 300.07 38.638 1.674088495E-10 2.657145669E+00 6.353984083E+03 9.403820562E-05 4.639836926E+00 2.482766864E+03 0.000000000E+00 2.572131342E-04 4.930731388E-01 2.300992911E-04 4.374830604E-05 3.855978616E-01 2.867691523E-01 1.525558300E-04 1.739675176E-03 
00L4 31822 300.07 38.638 2.332093701E-10 2.712139299E+00 6.337647922E+03 9.194796132E-05 4.471952650E+00 2.452452502E+03 0.000000000E+00 2.567207857E-04 4.935536229E-01 2.300970851E-04 4.377766482E-05 3.854846868E-01 2.878326229E-01 1.520941733E-04 1.234076995E-03 
00L5 31844 300.05 38.641 1.760667197E-10 2.668888337E+00 6.295547518E+03 9.228765537E-05 4.557285576E+00 2.458042253E+03 0.000000000E+00 2.569312684E-04 4.939864399E-01 2.299429440E-04 4.380744169E-05 3.856672637E-01 2.877861006E-01 1.522222290E-04 6.265211754E-04 
00L6 31860 300.06 38.64 1.775642867E-10 2.668038963E+00 6.327793765E+03 9.209730270E-05 4.530723918E+00 2.467895040E+03 0.000000000E+00 2.567362091E-04 4.936493992E-01 2.299047515E-04 4.381667862E-05 3.860760796E-01 2.878945993E-01 1.521969455E-04 1.582539024E-03 
00L7 31880 300.03 38.643 1.772616881E-10 2.670431039E+00 6.298368611E+03 9.189456747E-05 4.506456377E+00 2.457488944E+03 0.000000000E+00 2.565811596E-04 4.938902413E-01 2.297712894E-04 4.383237946E-05 3.862503097E-01 2.881650433E-01 1.521085936E-04 2.352045544E-03 
00L8 31902 300.01 38.646 1.862588575E-10 2.672478359E+00 6.300226535E+03 8.943565068E-05 4.420058629E+00 2.434169197E+03 0.000000000E+00 2.559076901E-04 4.939914064E-01 2.294749640E-04 4.382710729E-05 3.866233705E-01 2.885024510E-01 1.519124262E-04 1.374205185E-03 
00L9 31922 300.01 38.646 1.447251829E-10 2.636299509E+00 6.292516453E+03 9.117006484E-05 4.546644134E+00 2.452299726E+03 0.000000000E+00 2.561808137E-04 4.942256251E-01 2.293319075E-04 4.382824516E-05 3.866912450E-01 2.882544831E-01 1.520470547E-04 2.271225591E-03 
0L23 32202 300.02 38.645 1.562040217E-10 2.664468577E+00 6.244348343E+03 9.188242281E-05 4.531199593E+00 2.453895240E+03 0.000000000E+00 2.554446973E-04 4.956227600E-01 2.284843845E-04 4.374616174E-05 3.863066537E-01 2.896556277E-01 1.510281781E-04 1.074685695E-03 
0L24 32222 300.02 38.645 1.440408725E-10 2.648623635E+00 6.235272593E+03 9.091968082E-05 4.483681064E+00 2.447099674E+03 0.000000000E+00 2.550851820E-04 4.953827478E-01 2.282946648E-04 4.377890846E-05 3.871045617E-01 2.896751080E-01 1.511310681E-04 1.295774748E-03 
0L25 32242 300.02 38.645 1.581069572E-10 2.662948311E+00 6.294220070E+03 9.167773255E-05 4.524042865E+00 2.453328774E+03 0.000000000E+00 2.548457792E-04 4.954281671E-01 2.281360616E-04 4.371632177E-05 3.867844269E-01 2.894620841E-01 1.510260728E-04 1.714256387E-03 
0L26 32262 300.02 38.645 2.994024431E-10 2.769206365E+00 6.378214333E+03 9.081348944E-05 4.330569047E+00 2.428141547E+03 0.000000000E+00 2.539561653E-04 4.954624014E-01 2.281183313E-04 4.367774381E-05 3.864464369E-01 2.901055751E-01 1.505580987E-04 2.134814398E-03 
0L27 32284 300.02 38.645 1.692591146E-10 2.672709992E+00 6.293205032E+03 9.113462587E-05 4.478866262E+00 2.447415585E+03 0.000000000E+00 2.546737085E-04 4.952871764E-01 2.281063776E-04 4.370756872E-05 3.868674025E-01 2.894417876E-01 1.510064220E-04 1.382771438E-03 
