fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L6 31860 300.06 38.64 9.559369471E-10 2.935753133E+00 6.780637516E+03 8.555957589E-05 3.990918900E+00 2.365467584E+03 0.000000000E+00 2.533564028E-04 4.933362610E-01 2.297391845E-04 4.378638221E-05 3.863322385E-01 2.883384297E-01 1.518576010E-04 1.024343265E-03 
00L7 31880 300.03 38.643 6.661566283E-10 2.885982815E+00 6.579575914E+03 8.777283822E-05 4.103617479E+00 2.384360845E+03 0.000000000E+00 2.543011873E-04 4.939739873E-01 2.297235524E-04 4.378574926E-05 3.858541563E-01 2.887907820E-01 1.516175446E-04 2.558196740E-03 
00L8 31902 300.01 38.646 3.273185311E-10 2.763710041E+00 6.460245647E+03 8.925974636E-05 4.316615629E+00 2.418423538E+03 0.000000000E+00 2.549692562E-04 4.942174668E-01 2.294028118E-04 4.380448363E-05 3.863685234E-01 2.884442189E-01 1.518646614E-04 8.526285691E-04 
00L9 31922 300.01 38.646 1.405565973E-09 3.008424392E+00 6.985602729E+03 8.471678445E-05 3.919201901E+00 2.340066338E+03 0.000000000E+00 2.518291383E-04 4.941671475E-01 2.290747766E-04 4.376516503E-05 3.866138685E-01 2.890346030E-01 1.514184273E-04 5.183833879E-03 
0L56 32882 300.01 38.646 5.267664521E-10 2.840165488E+00 6.582111331E+03 8.292323544E-05 4.027304596E+00 2.343102674E+03 0.000000000E+00 2.506603794E-04 4.954780710E-01 2.267499252E-04 4.352865056E-05 3.874392481E-01 2.904200473E-01 1.498817005E-04 2.749151662E-03 
0L57 32902 300.02 38.645 3.896264705E-10 2.805086465E+00 6.468891559E+03 8.656662871E-05 4.153411525E+00 2.381331749E+03 0.000000000E+00 2.514928263E-04 4.959225754E-01 2.267472221E-04 4.355401630E-05 3.873221691E-01 2.905927498E-01 1.498799138E-04 1.006439604E-03 
0L58 32922 300.02 38.645 5.279208900E-10 2.847146574E+00 6.571791206E+03 8.426510396E-05 4.081815544E+00 2.352709625E+03 0.000000000E+00 2.508411807E-04 4.958650480E-01 2.266981811E-04 4.349225988E-05 3.869015250E-01 2.902434845E-01 1.498474977E-04 1.535694819E-03 
0L59 32942 300.02 38.645 7.543631320E-10 2.912113855E+00 6.629860216E+03 8.314479195E-05 3.968463341E+00 2.326127036E+03 0.000000000E+00 2.502339872E-04 4.960327162E-01 2.266362580E-04 4.346798134E-05 3.866604565E-01 2.906003583E-01 1.495799303E-04 1.039855818E-03 
0L60 32962 300.01 38.646 6.992023941E-10 2.913807466E+00 6.726208821E+03 8.963166800E-05 4.203811831E+00 2.400946767E+03 0.000000000E+00 2.507860837E-04 4.961073456E-01 2.265395655E-04 4.338484179E-05 3.860275472E-01 2.901683360E-01 1.495161133E-04 3.019427034E-03 
0L61 32984 300.02 38.645 7.557877881E-10 2.920974132E+00 6.745855486E+03 8.696862561E-05 4.068070010E+00 2.368280830E+03 0.000000000E+00 2.501630228E-04 4.961902617E-01 2.265039922E-04 4.351347146E-05 3.871681603E-01 2.906339951E-01 1.497191388E-04 2.346841698E-03 
0L62 33002 300.01 38.646 1.383505376E-09 3.038117930E+00 6.908460684E+03 8.612499527E-05 3.903763646E+00 2.346082133E+03 0.000000000E+00 2.492740927E-04 4.962408515E-01 2.264909985E-04 4.347374399E-05 3.867974336E-01 2.908252846E-01 1.494840590E-04 1.959184121E-03 
0L63 33022 300.02 38.645 3.339434094E-10 2.778541513E+00 6.453051890E+03 8.712777234E-05 4.209491192E+00 2.386601986E+03 0.000000000E+00 2.515687978E-04 4.959177748E-01 2.266283450E-04 4.355053330E-05 3.874980984E-01 2.907219284E-01 1.498013361E-04 2.388993758E-03 
0L64 33042 300.02 38.645 7.803521517E-10 2.930922170E+00 6.714680951E+03 8.717056810E-05 4.077400925E+00 2.370096185E+03 0.000000000E+00 2.502312087E-04 4.963298827E-01 2.264223073E-04 4.344003272E-05 3.865453991E-01 2.906879281E-01 1.494387228E-04 7.683957140E-04 
0L65 33064 300.03 38.643 1.021959203E-09 2.976698662E+00 6.751986605E+03 8.500563129E-05 3.906152274E+00 2.345575022E+03 0.000000000E+00 2.495341916E-04 4.957705350E-01 2.263698874E-04 4.343764738E-05 3.870498725E-01 2.907392763E-01 1.494041257E-04 1.228300068E-03 
0L66 33082 300.02 38.645 3.690601928E-10 2.789468833E+00 6.479530414E+03 8.536729704E-05 4.151993591E+00 2.375538213E+03 0.000000000E+00 2.510458113E-04 4.957148043E-01 2.263942291E-04 4.347847504E-05 3.874155621E-01 2.905410432E-01 1.496465854E-04 1.492939216E-03 
0L67 33102 300.02 38.645 4.409179927E-10 2.824196332E+00 6.539509297E+03 8.679693427E-05 4.204127776E+00 2.383737879E+03 0.000000000E+00 2.511555593E-04 4.960403299E-01 2.264733201E-04 4.342139410E-05 3.865180043E-01 2.904977551E-01 1.494723912E-04 2.749603177E-03 
0L68 33124 300.02 38.645 9.964507551E-10 2.965537726E+00 6.762833822E+03 8.391921783E-05 3.939882376E+00 2.335741322E+03 0.000000000E+00 2.497321435E-04 4.960159540E-01 2.265261234E-04 4.343472546E-05 3.865655452E-01 2.905192086E-01 1.495072414E-04 2.230694238E-03 
0L69 33150 300.01 38.646 5.599426788E-10 2.864703053E+00 6.579106448E+03 8.512204284E-05 4.040701511E+00 2.361137658E+03 0.000000000E+00 2.504607642E-04 4.959058088E-01 2.264420399E-04 4.350254824E-05 3.873989536E-01 2.910808961E-01 1.494517463E-04 3.038583398E-03 
0L70 33162 300.01 38.646 3.933242704E-10 2.824346174E+00 6.596984535E+03 9.242816744E-05 4.368337291E+00 2.446262454E+03 0.000000000E+00 2.513180193E-04 4.965990059E-01 2.261591580E-04 4.343501047E-05 3.867407241E-01 2.905522831E-01 1.494912034E-04 3.009370795E-03 
0L71 33184 300.02 38.645 5.917774701E-10 2.872740873E+00 6.513889628E+03 8.294678142E-05 3.935484600E+00 2.339852027E+03 0.000000000E+00 2.500830544E-04 4.956700941E-01 2.262357801E-04 4.343837485E-05 3.873642709E-01 2.909164918E-01 1.493156148E-04 1.430925363E-03 
0L72 33202 300.03 38.643 5.402515922E-10 2.865748592E+00 6.578494027E+03 8.679108159E-05 4.101315945E+00 2.378388412E+03 0.000000000E+00 2.504427434E-04 4.962386169E-01 2.261966989E-04 4.345470154E-05 3.871327843E-01 2.910761174E-01 1.492898213E-04 1.609972349E-03 
0L73 33222 300.01 38.646 4.746476205E-10 2.838463421E+00 6.471448257E+03 8.538820351E-05 4.059788387E+00 2.366441038E+03 0.000000000E+00 2.508028049E-04 4.955509821E-01 2.263774346E-04 4.342909636E-05 3.871322197E-01 2.906723510E-01 1.494091069E-04 2.081507767E-03 
0L74 33244 300.03 38.643 5.878064224E-10 2.879782270E+00 6.619376117E+03 8.748376410E-05 4.110493633E+00 2.386720972E+03 0.000000000E+00 2.505043369E-04 4.958563506E-01 2.263017816E-04 4.342063891E-05 3.869477776E-01 2.907128983E-01 1.493591759E-04 1.930496178E-03 
0L75 33264 300.01 38.646 2.112398191E-10 2.715246333E+00 6.412918750E+03 9.161760137E-05 4.497479613E+00 2.446596068E+03 0.000000000E+00 2.523737682E-04 4.964072014E-01 2.263034137E-04 4.344728044E-05 3.867527575E-01 2.904490983E-01 1.495865565E-04 2.358938179E-03 
0L76 33284 300.01 38.646 4.659443108E-10 2.826578981E+00 6.481416690E+03 8.296401307E-05 4.052767959E+00 2.354262035E+03 0.000000000E+00 2.505963720E-04 4.957775222E-01 2.262630411E-04 4.337874226E-05 3.867020755E-01 2.904821164E-01 1.493336072E-04 7.445767441E-04 
0L77 33304 300.01 38.646 7.927856272E-10 2.925633307E+00 6.713347099E+03 8.440948872E-05 3.980424709E+00 2.347763848E+03 0.000000000E+00 2.493758992E-04 4.960716232E-01 2.259585002E-04 4.339333236E-05 3.871238556E-01 2.909714537E-01 1.491326101E-04 1.506512642E-03 
0L78 33322 300.02 38.645 5.460375114E-10 2.859322417E+00 6.508251159E+03 8.419307458E-05 4.037625523E+00 2.351793525E+03 0.000000000E+00 2.504182259E-04 4.957172008E-01 2.262103777E-04 4.335584057E-05 3.866349388E-01 2.908370100E-01 1.490726389E-04 1.562405096E-03 
0L79 33342 300.02 38.645 6.176004230E-10 2.888072599E+00 6.636238321E+03 8.696122051E-05 4.069248466E+00 2.383215391E+03 0.000000000E+00 2.500775913E-04 4.957792611E-01 2.260705709E-04 4.340166149E-05 3.872344334E-01 2.908830323E-01 1.492065768E-04 2.780209399E-03 
0L80 33362 300.02 38.645 7.327898584E-10 2.910357598E+00 6.656703581E+03 8.424061555E-05 3.997481943E+00 2.343581290E+03 0.000000000E+00 2.497606596E-04 4.959732617E-01 2.261353948E-04 4.338821431E-05 3.868521092E-01 2.907095491E-01 1.492493606E-04 2.680750280E-03 
