0.DAT T=291.9 Voc=0.03188 Isc=1.226E-005
1.DAT T=291.9 Voc=0.03327 Isc=1.201E-005
2.DAT T=291.9 Voc=0.03467 Isc=1.293E-005
3.DAT T=292 Voc=0.03404 Isc=1.267E-005
4.DAT T=292.2 Voc=0.03348 Isc=1.242E-005
5.DAT T=292.2 Voc=0.03429 Isc=1.279E-005
6.DAT T=292.3 Voc=0.03332 Isc=1.236E-005
7.DAT T=292.3 Voc=0.03365 Isc=1.199E-005
8.DAT T=292.3 Voc=0.03377 Isc=1.246E-005
9.DAT T=292.3 Voc=0.0341 Isc=1.264E-005
30.DAT T=294.5 Voc=0.03189 Isc=1.269E-005
31.DAT T=294.5 Voc=0.03098 Isc=1.211E-005
32.DAT T=294.6 Voc=0.03152 Isc=1.271E-005
33.DAT T=294.8 Voc=0.03141 Isc=1.27E-005
34.DAT T=294.8 Voc=0.0299 Isc=1.23E-005
35.DAT T=294.9 Voc=0.02939 Isc=1.206E-005
36.DAT T=295.8 Voc=0.03106 Isc=1.28E-005
37.DAT T=295.5 Voc=0.03048 Isc=1.272E-005
38.DAT T=295.5 Voc=0.02992 Isc=1.242E-005
39.DAT T=295.5 Voc=0.02963 Isc=1.234E-005
20.DAT T=292.6 Voc=0.1744 Isc=0.0001472
20.DAT T=292.6 Voc=0.1747 Isc=0.0001472
20.DAT T=292.6 Voc=0.1748 Isc=0.0001472
21.DAT T=292.6 Voc=0.1747 Isc=0.0001466
22.DAT T=292.6 Voc=0.1748 Isc=0.0001472
23.DAT T=292.6 Voc=0.1774 Isc=0.0001467
23.DAT T=292.6 Voc=0.1776 Isc=0.0001467
23.DAT T=292.6 Voc=0.1774 Isc=0.0001467
24.DAT T=292.6 Voc=0.1745 Isc=0.000148
24.DAT T=292.6 Voc=0.1746 Isc=0.000148
24.DAT T=292.6 Voc=0.1747 Isc=0.000148
25.DAT T=292.7 Voc=0.1747 Isc=0.0001471
26.DAT T=292.7 Voc=0.1757 Isc=0.0001486
27.DAT T=292.7 Voc=0.175 Isc=0.0001472
27.DAT T=292.7 Voc=0.1751 Isc=0.0001472
27.DAT T=292.7 Voc=0.1751 Isc=0.0001472
28.DAT T=292.7 Voc=0.1745 Isc=0.0001476
28.DAT T=292.7 Voc=0.1745 Isc=0.0001476
29.DAT T=292.8 Voc=0.1745 Isc=0.0001478
29.DAT T=292.8 Voc=0.1745 Isc=0.0001478
29.DAT T=292.8 Voc=0.1745 Isc=0.0001475
50.DAT T=296 Voc=0.1646 Isc=0.0001493
51.DAT T=296.1 Voc=0.1637 Isc=0.0001488
51.DAT T=296.1 Voc=0.1638 Isc=0.0001488
52.DAT T=296.1 Voc=0.1631 Isc=0.0001477
52.DAT T=296.1 Voc=0.1631 Isc=0.0001477
52.DAT T=296.1 Voc=0.1629 Isc=0.0001477
52.DAT T=296.1 Voc=0.1631 Isc=0.0001475
53.DAT T=296.2 Voc=0.1637 Isc=0.0001487
54.DAT T=296.2 Voc=0.163 Isc=0.0001488
54.DAT T=296.2 Voc=0.1622 Isc=0.0001482
55.DAT T=296.3 Voc=0.1625 Isc=0.0001481
55.DAT T=296.3 Voc=0.163 Isc=0.0001481
56.DAT T=296.4 Voc=0.1627 Isc=0.00015
57.DAT T=296.4 Voc=0.1624 Isc=0.0001497
57.DAT T=296.4 Voc=0.1625 Isc=0.0001497
57.DAT T=296.4 Voc=0.1627 Isc=0.0001497
57.DAT T=296.4 Voc=0.1624 Isc=0.0001497
57.DAT T=296.4 Voc=0.1625 Isc=0.0001485
58.DAT T=296.4 Voc=0.1627 Isc=0.0001497
58.DAT T=296.4 Voc=0.1627 Isc=0.0001495
59.DAT T=296.5 Voc=0.1632 Isc=0.0001474
59.DAT T=296.5 Voc=0.1626 Isc=0.0001473
59.DAT T=296.5 Voc=0.1633 Isc=0.0001475
35.DAT T=294.9 Voc=0.02952 Isc=1.187E-005
