fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UDL0 8:24 301.5 38.46 1.000E+000 1.304E+000 1.504E-006 1.647E+004 2.648E+000 1.879E-008 1.439E-004 2.013E-001 1.439E-004 1.194E-005 4.123E-001 1.262E-001 9.453E-005 2.145E-003 
UDL1 8:26 301.5 38.46 1.000E+000 1.298E+000 1.511E-006 1.647E+004 2.647E+000 1.873E-008 1.466E-004 2.024E-001 1.466E-004 1.226E-005 4.134E-001 1.270E-001 9.648E-005 1.789E-003 
UDL2 8:29 301.5 38.46 1.000E+000 1.310E+000 1.490E-006 1.647E+004 2.656E+000 1.843E-008 1.446E-004 2.009E-001 1.445E-004 1.195E-005 4.116E-001 1.258E-001 9.494E-005 3.172E-002 
UDL3 8:32 301.6 38.44 1.000E+000 1.309E+000 1.510E-006 1.641E+004 2.653E+000 1.859E-008 1.448E-004 2.009E-001 1.448E-004 1.198E-005 4.117E-001 1.260E-001 9.499E-005 2.432E-002 
UDL4 8:34 301.6 38.44 1.000E+000 1.324E+000 1.472E-006 1.641E+004 2.653E+000 1.858E-008 1.445E-004 2.008E-001 1.445E-004 1.194E-005 4.116E-001 1.258E-001 9.484E-005 5.859E-003 
UDL5 8:37 301.7 38.43 1.000E+000 1.337E+000 1.472E-006 1.634E+004 2.656E+000 1.860E-008 1.467E-004 2.016E-001 1.466E-004 1.218E-005 4.120E-001 1.264E-001 9.630E-005 3.446E-003 
UDL6 8:40 301.7 38.43 1.000E+000 1.336E+000 1.489E-006 1.634E+004 2.655E+000 1.861E-008 1.448E-004 2.007E-001 1.447E-004 1.194E-005 4.112E-001 1.257E-001 9.493E-005 2.406E-002 
UDL7 8:43 301.7 38.43 1.000E+000 1.325E+000 1.491E-006 1.634E+004 2.651E+000 1.874E-008 1.436E-004 2.002E-001 1.436E-004 1.182E-005 4.111E-001 1.254E-001 9.417E-005 4.089E-003 
UDL8 8:46 301.7 38.43 1.000E+000 1.303E+000 1.538E-006 1.634E+004 2.649E+000 1.875E-008 1.444E-004 2.005E-001 1.444E-004 1.192E-005 4.115E-001 1.256E-001 9.479E-005 3.297E-003 
UDL9 8:49 301.7 38.43 1.000E+000 1.360E+000 1.453E-006 1.634E+004 2.653E+000 1.879E-008 1.445E-004 2.010E-001 1.445E-004 1.195E-005 4.116E-001 1.260E-001 9.479E-005 1.461E-003 
