N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 8.073012000E-03 1.544066000E-03 -1.095406600E-02 -3.608892000E-02 -8.204595200E-02 -1.523009790E-01 -1.092185750E-01 -2.251818300E-02 6.824711000E-03 1.177907000E-02 1.853467500E-02
1.600000000E+01 3.045781600E-02 2.995564400E-02 2.962383100E-02 2.965394400E-02 2.936966000E-02 2.877597400E-02 2.783060300E-02 2.527655200E-02 2.038549100E-02 1.167247900E-02 -4.424082000E-03
1.700000000E+01 6.684611400E-02 6.394798000E-02 6.216814500E-02 6.064329900E-02 5.929950700E-02 5.855266200E-02 5.890458500E-02 5.967438400E-02 6.118251800E-02 6.393123000E-02 6.686881800E-02
1.549996187E+01 2.379098000E-02 2.321792100E-02 2.257094800E-02 1.986728300E-02 1.545689900E-02 6.411774000E-03 -1.089721100E-02 -4.129795800E-02 -9.076152000E-02 -1.612522360E-01 -1.299230490E-01
1.649996187E+01 5.353588400E-02 5.166710400E-02 5.046492500E-02 4.926202100E-02 4.843888700E-02 4.840882500E-02 4.843528300E-02 4.868596600E-02 4.947510000E-02 4.971932000E-02 4.954290000E-02
1.674996808E+01 6.219140900E-02 6.008740300E-02 5.849324800E-02 5.697713300E-02 5.596789900E-02 5.552787500E-02 5.559181900E-02 5.622061100E-02 5.775629500E-02 5.920477500E-02 6.082059800E-02
1.624993176E+01 4.133343300E-02 4.007022300E-02 3.913711000E-02 3.877899100E-02 3.837638600E-02 3.765756300E-02 3.777912800E-02 3.743234600E-02 3.648924400E-02 3.486098700E-02 2.939184900E-02
1.574996808E+01 2.622099900E-02 2.643340500E-02 2.623763600E-02 2.571400800E-02 2.450295400E-02 2.215068400E-02 1.698302500E-02 7.216966000E-03 -9.822633000E-03 -3.951849800E-02 -8.624551500E-02
1.524993176E+01 1.730019600E-02 1.592500800E-02 1.227471700E-02 4.448380000E-03 -1.104247400E-02 -3.977306700E-02 -8.956686500E-02 -1.608151030E-01 -1.169144280E-01 -3.227977800E-02 6.074283000E-03
