N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.912480000E-04 1.520860000E-04 1.252400000E-04 1.061110000E-04
1.600000000E+01 1.613093000E-03 1.504028000E-03 1.433324000E-03 1.383513000E-03
1.700000000E+01 1.441000400E-02 1.375639600E-02 1.337045800E-02 1.316650500E-02
1.549996187E+01 2.713900000E-04 2.276840000E-04 1.947340000E-04 1.674780000E-04
1.649996187E+01 4.926813000E-03 4.607600000E-03 4.422540000E-03 4.312054000E-03
1.674996808E+01 8.534708000E-03 8.048440000E-03 7.760534000E-03 7.598757000E-03
1.624993176E+01 2.829012000E-03 2.636980000E-03 2.523636000E-03 2.449906000E-03
1.574996808E+01 8.562240000E-04 7.901940000E-04 7.420910000E-04 7.073630000E-04
1.524993176E+01 2.068150000E-04 1.576400000E-04 1.263290000E-04 1.044470000E-04
