N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 7.244400000E-05 5.822700000E-05 4.873400000E-05 4.147300000E-05
1.600000000E+01 1.729265000E-03 1.461448000E-03 1.284788000E-03 1.163060000E-03
1.700000000E+01 1.897114100E-02 1.739857900E-02 1.633956000E-02 1.551800500E-02
1.549996187E+01 4.872690000E-04 4.160190000E-04 3.701910000E-04 3.388030000E-04
1.649996187E+01 6.070667000E-03 5.281737000E-03 4.731752000E-03 4.337527000E-03
1.674996808E+01 1.101064900E-02 9.818920000E-03 8.982581000E-03 8.369382000E-03
1.624993176E+01 3.255621000E-03 2.776394000E-03 2.453265000E-03 2.227696000E-03
1.574996808E+01 9.195470000E-04 7.780670000E-04 6.864570000E-04 6.239440000E-04
1.524993176E+01 2.420120000E-04 2.080190000E-04 1.858510000E-04 1.704350000E-04
