i1.dat - 19.4.2024  :33524000
T=294.01

i2.dat - 19.4.2024  :33562000
T=294.02

i3.dat - 19.4.2024  :33592000
T=294.02

i4.dat - 19.4.2024  :33622000
T=294.00

cprpf1Mn1.dat - 19.4.2024  :45438000
T=292.67 f=1000000 Vm=0.01 Im=10

cprpf1Mn2.dat - 19.4.2024  :45530000
T=292.67 f=1000000 Vm=0.01 Im=10

cprp100fn1.dat - 19.4.2024  :45624000
T=292.66 f=100000 Vm=0.01 Im=10

cprp100fn2.dat - 19.4.2024  :45718000
T=292.65 f=100000 Vm=0.01 Im=10

cprp10fn1.dat - 19.4.2024  :45812000
T=292.66 f=10000 Vm=0.01 Im=10

cprp10fn2.dat - 19.4.2024  :45906000
T=292.66 f=10000 Vm=0.01 Im=10

cprpf1Mn3.dat - 19.4.2024  :46040000
T=292.67 f=1000000 Vm=0.01 Im=10

cprpf1Mn4.dat - 19.4.2024  :46132000
T=292.67 f=1000000 Vm=0.01 Im=10

cprp100fn3.dat - 19.4.2024  :46226000
T=292.68 f=100000 Vm=0.01 Im=10

cprp100fn4.dat - 19.4.2024  :46318000
T=292.69 f=100000 Vm=0.01 Im=10

cprp10fn3.dat - 19.4.2024  :46414000
T=292.68 f=10000 Vm=0.01 Im=10

cprp10fn4.dat - 19.4.2024  :46508000
T=292.68 f=10000 Vm=0.01 Im=10

cprp0Vn1.dat - 19.4.2024  :46820000
T=292.70 f=1000000 Vm=0.01 Im=10

cprp0V4n1.dat - 19.4.2024  :47072000
T=292.71 f=1000000 Vb=0.4 Vm=0.01 Im=10

rrm1V2n1.dat - 19.4.2024  :47252000
T=292.73 f=1000000 Vb=-1.2 Vm=0.01 Im=10

rrm1Vn1.dat - 19.4.2024  :47394000
T=292.72 f=1000000 Vb=-1 Vm=0.01 Im=10

rrm0V8n1.dat - 19.4.2024  :47536000
T=292.71 f=1000000 Vb=-0.8 Vm=0.01 Im=10

rrm0V6n1.dat - 19.4.2024  :47676000
T=292.69 f=1000000 Vb=-0.6 Vm=0.01 Im=10

rrm0V4n1.dat - 19.4.2024  :47818000
T=292.69 f=1000000 Vb=-0.4 Vm=0.01 Im=10

rrm0V2n1.dat - 19.4.2024  :47958000
T=292.69 f=1000000 Vb=-0.2 Vm=0.01 Im=10

rr2V22E-16n1.dat - 19.4.2024  :48100000
T=292.72 f=1000000 Vm=0.01 Im=10

rr0V2n1.dat - 19.4.2024  :48240000
T=292.72 f=1000000 Vb=0.2 Vm=0.01 Im=10

rr0V4n1.dat - 19.4.2024  :48382000
T=292.73 f=1000000 Vb=0.4 Vm=0.01 Im=10

