N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.163495013E+00 1.163919779E+00 1.164531199E+00 1.165403527E+00 1.166632337E+00 1.168332222E+00 1.170624746E+00 1.173610634E+00 1.177323797E+00 1.181679102E+00 1.186448791E+00 1.191311546E+00 1.195976016E+00 1.200300993E+00 1.204316208E+00 1.208142256E+00 1.211897695E+00 1.215657588E+00 1.220656474E+00
1.600000000E+01 1.242223233E+00 1.242309763E+00 1.242435768E+00 1.242618696E+00 1.242883039E+00 1.243262513E+00 1.243802242E+00 1.244560305E+00 1.245607492E+00 1.247023829E+00 1.248890564E+00 1.251277553E+00 1.254228157E+00 1.257746717E+00 1.261795547E+00 1.266306153E+00 1.271200538E+00 1.276409938E+00 1.281880289E+00
1.700000000E+01 1.306972333E+00 1.307155211E+00 1.307420915E+00 1.307805432E+00 1.308358544E+00 1.309147300E+00 1.310258485E+00 1.311798046E+00 1.313884440E+00 1.316632889E+00 1.320130253E+00 1.324406560E+00 1.329416563E+00 1.335045104E+00 1.341137717E+00 1.347539766E+00 1.354122159E+00 1.360785720E+00 1.367453060E+00
1.549996187E+01 1.218514074E+00 1.218607935E+00 1.218743996E+00 1.218940197E+00 1.219220983E+00 1.219618581E+00 1.220173527E+00 1.220933612E+00 1.221950403E+00 1.223273569E+00 1.224944742E+00 1.226993749E+00 1.229437827E+00 1.232281042E+00 1.235512098E+00 1.239104167E+00 1.243021508E+00 1.247229799E+00 1.251701435E+00
1.649996187E+01 1.270203572E+00 1.270328786E+00 1.270511018E+00 1.270775390E+00 1.271157043E+00 1.271704094E+00 1.272480411E+00 1.273567048E+00 1.275060410E+00 1.277064664E+00 1.279676608E+00 1.282963972E+00 1.286943557E+00 1.291570323E+00 1.296747111E+00 1.302353070E+00 1.308274607E+00 1.314421206E+00 1.320723019E+00
1.674996808E+01 1.286823705E+00 1.286978118E+00 1.287202659E+00 1.287528016E+00 1.287996878E+00 1.288667239E+00 1.289615126E+00 1.290935235E+00 1.292736890E+00 1.295132470E+00 1.298216955E+00 1.302041811E+00 1.306593303E+00 1.311788809E+00 1.317497987E+00 1.323579030E+00 1.329908676E+00 1.336391823E+00 1.342954801E+00
1.624993176E+01 1.255903551E+00 1.256005624E+00 1.256154265E+00 1.256370059E+00 1.256681925E+00 1.257129656E+00 1.257766472E+00 1.258660739E+00 1.259895365E+00 1.261562944E+00 1.263754880E+00 1.266544628E+00 1.269968507E+00 1.274012128E+00 1.278611548E+00 1.283672240E+00 1.289096437E+00 1.294802274E+00 1.300726169E+00
1.574996808E+01 1.230842234E+00 1.230922817E+00 1.231040013E+00 1.231209861E+00 1.231454698E+00 1.231804952E+00 1.232300790E+00 1.232992996E+00 1.233942133E+00 1.235215092E+00 1.236878649E+00 1.238990478E+00 1.241589093E+00 1.244685082E+00 1.248257487E+00 1.252259629E+00 1.256634004E+00 1.261327883E+00 1.266299520E+00
1.524993176E+01 1.201245347E+00 1.201410107E+00 1.201647813E+00 1.201988150E+00 1.202470160E+00 1.203142424E+00 1.204060494E+00 1.205279575E+00 1.206841678E+00 1.208760459E+00 1.211012857E+00 1.213548792E+00 1.216317917E+00 1.219294134E+00 1.222477127E+00 1.225875019E+00 1.229489854E+00 1.233316364E+00 1.237345818E+00
