fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_340 001_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.798036277E-13 1.000000000E+20 1.231967613E+00 2.639516948E-14 6.460249523E-05 
001_340_SRH 001_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.684764249E-13 1.000000000E+20 1.253103490E+00 2.481077294E-14 1.186491321E-04 
002_340 002_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.578567221E-13 1.000000000E+20 1.237674882E+00 3.790748430E-14 7.622072599E-05 
002_340_SRH 002_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.466533331E-13 1.000000000E+20 1.253144875E+00 3.640816888E-14 1.190107320E-04 
003_340 003_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.717406262E-13 1.000000000E+20 1.243358018E+00 5.494320933E-14 8.938372017E-05 
003_340_SRH 003_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.606797913E-13 1.000000000E+20 1.253291839E+00 5.342279726E-14 1.196663230E-04 
004_340 004_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.373299482E-13 1.000000000E+20 1.246634327E+00 7.988806594E-14 9.770544098E-05 
004_340_SRH 004_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.265125034E-13 1.000000000E+20 1.253504130E+00 7.837724109E-14 1.205789446E-04 
005_340 005_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.771384413E-13 1.000000000E+20 1.249018551E+00 1.164670329E-13 1.050156218E-04 
005_340_SRH 005_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.666815537E-13 1.000000000E+20 1.253814708E+00 1.149643754E-13 1.218743254E-04 
006_340 006_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.222430356E-12 1.000000000E+20 1.251198619E+00 1.700564734E-13 1.129405912E-04 
006_340_SRH 006_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.112484872E-12 1.000000000E+20 1.254529377E+00 1.685648659E-13 1.253249221E-04 
007_340 007_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.715285103E-12 1.000000000E+20 1.253022385E+00 2.485529055E-13 1.195401725E-04 
007_340_SRH 007_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.606057167E-12 1.000000000E+20 1.255303463E+00 2.470758214E-13 1.285147205E-04 
008_340 008_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.410450092E-12 1.000000000E+20 1.254749142E+00 3.634359192E-13 1.261279517E-04 
008_340_SRH 008_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.302226591E-12 1.000000000E+20 1.256310222E+00 3.619765410E-13 1.326563278E-04 
009_340 009_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.374790558E-12 1.000000000E+20 1.255996658E+00 5.314661036E-13 1.319560932E-04 
009_340_SRH 009_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.267948616E-12 1.000000000E+20 1.257070026E+00 5.300272863E-13 1.367204253E-04 
010_340 010_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.684804056E-12 1.000000000E+20 1.258062699E+00 7.765017845E-13 1.402923359E-04 
010_340_SRH 010_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.579789758E-12 1.000000000E+20 1.258795608E+00 7.750943292E-13 1.438450152E-04 
011_340 011_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.415982772E-12 1.000000000E+20 1.260513277E+00 1.133890842E-12 1.520796906E-04 
011_340_SRH 011_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.313311503E-12 1.000000000E+20 1.261016542E+00 1.132522775E-12 1.548061637E-04 
012_340 012_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.630195140E-12 1.000000000E+20 1.263096577E+00 1.654598959E-12 1.663875722E-04 
012_340_SRH 012_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.530385663E-12 1.000000000E+20 1.263443568E+00 1.653276958E-12 1.685380746E-04 
013_340 013_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.136617390E-11 1.000000000E+20 1.266304045E+00 2.410908081E-12 1.890081413E-04 
013_340_SRH 013_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.126965568E-11 1.000000000E+20 1.266545257E+00 2.409646647E-12 1.907764254E-04 
014_340 014_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.463772082E-11 1.000000000E+20 1.270117332E+00 3.512374453E-12 2.188174478E-04 
014_340_SRH 014_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.454476305E-11 1.000000000E+20 1.270292283E+00 3.511181097E-12 2.203456872E-04 
015_340 015_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.845475457E-11 1.000000000E+20 1.274061690E+00 5.117478416E-12 2.569792300E-04 
015_340_SRH 015_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.836533736E-11 1.000000000E+20 1.274184546E+00 5.116348033E-12 2.583288148E-04 
016_340 016_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.285330916E-11 1.000000000E+20 1.278159817E+00 7.466281531E-12 3.072224297E-04 
016_340_SRH 016_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.276719482E-11 1.000000000E+20 1.278249076E+00 7.465235182E-12 3.084581097E-04 
