T d154 d184 d214 d244
d 150 180 210 240
290 1.216409677E+00 1.213558740E+00 1.211289658E+00 1.209017214E+00
295 1.219279831E+00 1.216568174E+00 1.214219819E+00 1.212153334E+00
300 1.222475664E+00 1.219634434E+00 1.217212965E+00 1.215123689E+00
305 1.225335622E+00 1.222205926E+00 1.219563641E+00 1.217290638E+00
310 1.228619486E+00 1.225008528E+00 1.222188600E+00 1.219510885E+00
315 1.231684991E+00 1.227589837E+00 1.224230347E+00 1.221254964E+00
320 1.233688518E+00 1.229079314E+00 1.225131670E+00 1.221558051E+00
325 1.235722670E+00 1.230521203E+00 1.225830944E+00 1.221793313E+00
330 1.237168833E+00 1.231256641E+00 1.225878633E+00 1.221054179E+00
335 1.237010094E+00 1.230188707E+00 1.223961767E+00 1.218327696E+00
340 1.236704723E+00 1.228951498E+00 1.221868811E+00 1.215188963E+00
