N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 5.228648000E-02 5.374771300E-02 5.369004400E-02 5.482902400E-02
1.016672606E+01 5.455842100E-02 5.596612300E-02 5.590385400E-02 5.706433400E-02
1.033324570E+01 5.682993800E-02 5.759791500E-02 5.737037100E-02 5.840041100E-02
1.049996187E+01 5.818604700E-02 5.876423600E-02 5.822234200E-02 5.899432100E-02
1.066670514E+01 5.926195100E-02 5.953082700E-02 5.856464900E-02 5.900115200E-02
1.083333839E+01 6.010861400E-02 5.991914000E-02 5.848475100E-02 5.841066400E-02
1.100000000E+01 6.066042600E-02 5.994346600E-02 5.807903500E-02 5.928828200E-02
1.116672606E+01 6.083929700E-02 5.965526800E-02 5.747409200E-02 5.844627100E-02
1.133324570E+01 6.068348100E-02 5.915945100E-02 5.682756500E-02 5.711390400E-02
1.149996187E+01 6.029222800E-02 5.868188100E-02 5.630766800E-02 5.622409800E-02
1.166670514E+01 5.985462900E-02 5.828059100E-02 5.606403000E-02 5.592082100E-02
1.183333839E+01 5.956450400E-02 5.817933600E-02 5.620121700E-02 5.625111800E-02
1.200000000E+01 5.955244300E-02 5.848066100E-02 5.676046600E-02 5.700541100E-02
1.216672606E+01 5.996234200E-02 5.918837600E-02 5.772157500E-02 5.811118900E-02
1.233324570E+01 6.074028100E-02 6.027455200E-02 5.898181200E-02 5.953730400E-02
1.249996187E+01 6.184862300E-02 6.160336600E-02 6.043536500E-02 6.093072000E-02
1.266670514E+01 6.316740500E-02 6.302501600E-02 6.186987200E-02 6.237854900E-02
1.283333839E+01 6.452586100E-02 6.442272600E-02 6.333896200E-02 6.385812100E-02
1.300000000E+01 6.581380600E-02 6.575585200E-02 6.470121200E-02 6.521210100E-02
