N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 3.737963100E-02 3.850628000E-02 3.943293200E-02 4.021494200E-02
1.016672606E+01 3.815813200E-02 3.925056700E-02 4.014389200E-02 4.089363000E-02
1.033324570E+01 3.891070200E-02 3.992243600E-02 4.074157100E-02 4.142053600E-02
1.049996187E+01 3.959355500E-02 4.048715000E-02 4.119863400E-02 4.177461400E-02
1.066670514E+01 4.015934300E-02 4.090819700E-02 4.148622000E-02 4.193304900E-02
1.083333839E+01 4.057319900E-02 4.115944000E-02 4.158400000E-02 4.188078800E-02
1.100000000E+01 4.081702800E-02 4.122768500E-02 4.148333400E-02 4.161581200E-02
1.116672606E+01 4.088602000E-02 4.111143800E-02 4.118945300E-02 4.115480300E-02
1.133324570E+01 4.079324400E-02 4.082137000E-02 4.072611100E-02 4.054041300E-02
1.149996187E+01 4.052913500E-02 4.038636100E-02 4.014221500E-02 3.984580500E-02
1.166670514E+01 4.014252500E-02 3.985274700E-02 3.951423500E-02 3.916864000E-02
1.183333839E+01 3.968190500E-02 3.930134800E-02 3.893676800E-02 3.861117900E-02
1.200000000E+01 3.920230200E-02 3.881672700E-02 3.850266500E-02 3.825330000E-02
1.216672606E+01 3.880003000E-02 3.848952000E-02 3.828050700E-02 3.813180500E-02
1.233324570E+01 3.853709000E-02 3.837089400E-02 3.829000500E-02 3.823573500E-02
1.249996187E+01 3.848473000E-02 3.846821800E-02 3.850149200E-02 3.851855700E-02
1.266670514E+01 3.863053300E-02 3.875457900E-02 3.886754000E-02 3.891967000E-02
1.283333839E+01 3.894516600E-02 3.915963600E-02 3.931511400E-02 3.938344900E-02
1.300000000E+01 3.936220100E-02 3.962199500E-02 3.979478800E-02 3.986704500E-02
