T d154 d184 d214 d244
d 150 180 210 240
290 1.239147661E+00 1.236159460E+00 1.232523006E+00 1.230844011E+00
295 1.240021190E+00 1.237253626E+00 1.234024159E+00 1.232300790E+00
300 1.241211737E+00 1.238463647E+00 1.235317032E+00 1.233591870E+00
305 1.242037986E+00 1.239125688E+00 1.235831794E+00 1.234009186E+00
310 1.241537018E+00 1.237523371E+00 1.234393786E+00 1.232367082E+00
315 1.238002143E+00 1.233057424E+00 1.229023412E+00 1.226396835E+00
320 1.228697752E+00 1.222077717E+00 1.216626109E+00 1.212811982E+00
325 1.208700614E+00 1.199432218E+00 1.191643495E+00 1.185898458E+00
330 1.171056866E+00 1.157435200E+00 1.146259807E+00 1.137990965E+00
335 1.106547765E+00 1.085565390E+00 1.071725028E+00 1.060407063E+00
340 1.009923294E+00 1.008837456E+00 1.008090378E+00 1.007502011E+00
