N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.017340699E+00 1.015818473E+00 1.014694620E+00 1.013798572E+00
1.600000000E+01 1.257917684E+00 1.253982631E+00 1.250374857E+00 1.246986972E+00
1.700000000E+01 1.326206385E+00 1.322970085E+00 1.319084712E+00 1.317435501E+00
1.549996187E+01 1.195480457E+00 1.184862311E+00 1.176654872E+00 1.168662330E+00
1.649996187E+01 1.288693032E+00 1.285926525E+00 1.283357516E+00 1.281218421E+00
1.674996808E+01 1.306915041E+00 1.302399363E+00 1.300139428E+00 1.298125305E+00
1.624993176E+01 1.273739632E+00 1.270366626E+00 1.267613559E+00 1.264754489E+00
1.574996808E+01 1.236719284E+00 1.231023882E+00 1.226046174E+00 1.222293623E+00
1.524993176E+01 1.088852805E+00 1.068650569E+00 1.049446691E+00 1.032155353E+00
