T nFsrh nFBsrh dnsrh nF nFB dn
290 1.150173627E+00 1.163890696E+0 -1.371706900E-02 1.150173627E+00 1.163890696E+0 -1.371706900E-02
295 1.154401996E+00 1.160947792E+0 -6.545796000E-03 1.154401996E+00 1.160947792E+0 -6.545796000E-03
300 1.156594590E+00 1.151328407E+0 5.266183000E-03 1.156594590E+00 1.151328407E+0 5.266183000E-03
305 1.137625192E+00 1.131168042E+0 6.457150000E-03 1.137625192E+00 1.131168042E+0 6.457150000E-03
310 1.114155670E+00 1.100315773E+0 1.383989700E-02 1.114155670E+00 1.100315773E+0 1.383989700E-02
315 1.101014124E+00 1.066259098E+0 3.475502600E-02 1.101014124E+00 1.066259098E+0 3.475502600E-02
320 1.075180183E+00 1.038621461E+0 3.655872200E-02 1.075180183E+00 1.038621461E+0 3.655872200E-02
325 1.013641077E+00 1.020821840E+0 -7.180763000E-03 1.013641077E+00 1.020821840E+0 -7.180763000E-03
330 1.012297600E+00 1.010833789E+0 1.463811000E-03 1.012297600E+00 1.010833789E+0 1.463811000E-03
335 1.012047761E+00 1.005588206E+0 6.459555000E-03 1.012047761E+00 1.005588206E+0 6.459555000E-03
340 1.014043156E+00 1.002898104E+0 1.114505200E-02 1.014043156E+00 1.002898104E+0 1.114505200E-02
