N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.190341972E+00 1.190330839E+00 1.189739835E+00 1.186086464E+00 1.174686780E+00 1.144616003E+00 1.077314476E+00 1.011710256E+00 1.013016324E+00 1.016362345E+00 1.022464535E+00
1.600000000E+01 1.210560268E+00 1.212940740E+00 1.215436240E+00 1.217602259E+00 1.219790929E+00 1.221516658E+00 1.222324455E+00 1.222665459E+00 1.222074236E+00 1.219378661E+00 1.215119102E+00
1.700000000E+01 1.241318620E+00 1.244137359E+00 1.245339275E+00 1.247154866E+00 1.248425287E+00 1.250960402E+00 1.250647576E+00 1.249676236E+00 1.247643859E+00 1.243164828E+00 1.238034770E+00
1.549996187E+01 1.197568406E+00 1.199521949E+00 1.201132992E+00 1.203366560E+00 1.204920460E+00 1.205384079E+00 1.204143570E+00 1.198577776E+00 1.183543656E+00 1.149873240E+00 1.082608440E+00
1.649996187E+01 1.215519514E+00 1.218306214E+00 1.220794952E+00 1.223524429E+00 1.225932806E+00 1.227282387E+00 1.228444457E+00 1.228615885E+00 1.227070662E+00 1.225226780E+00 1.222320354E+00
1.674996808E+01 1.224547612E+00 1.227092209E+00 1.229556067E+00 1.232069202E+00 1.234200918E+00 1.235210951E+00 1.235915644E+00 1.235518603E+00 1.233314593E+00 1.230758626E+00 1.226916707E+00
1.624993176E+01 1.212882001E+00 1.215718530E+00 1.218550693E+00 1.220839228E+00 1.223147481E+00 1.225045798E+00 1.225753215E+00 1.226210557E+00 1.225685897E+00 1.223413228E+00 1.220468946E+00
1.574996808E+01 1.204753331E+00 1.206343183E+00 1.208519918E+00 1.210787511E+00 1.212961398E+00 1.214184931E+00 1.215105342E+00 1.214739552E+00 1.211773367E+00 1.204995023E+00 1.189318146E+00
1.524993176E+01 1.194068477E+00 1.195257771E+00 1.196648950E+00 1.197596143E+00 1.197011894E+00 1.192383196E+00 1.178764778E+00 1.145265749E+00 1.074979419E+00 1.008863605E+00 1.009867172E+00
