T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.192427933E+00 1.196088864E+00 1.199482422E+00 1.206636904E+00 1.212568120E+00 1.214322450E+00 1.216137229E+00 1.225037229E+00 1.241488068E+00
295 1.192615590E+00 1.197200867E+00 1.201299255E+00 1.208325154E+00 1.214934348E+00 1.216920527E+00 1.219054923E+00 1.227678327E+00 1.243714384E+00
300 1.192111480E+00 1.198715592E+00 1.203276604E+00 1.210554118E+00 1.217382857E+00 1.219726665E+00 1.221613050E+00 1.229914387E+00 1.246120391E+00
305 1.188885009E+00 1.199765791E+00 1.205378262E+00 1.212834145E+00 1.219396712E+00 1.222108091E+00 1.224519673E+00 1.232493320E+00 1.248049579E+00
310 1.178625928E+00 1.199466685E+00 1.207155972E+00 1.214964536E+00 1.221695528E+00 1.224723194E+00 1.227063623E+00 1.234706873E+00 1.250016015E+00
315 1.151170257E+00 1.195440300E+00 1.207883216E+00 1.216346017E+00 1.223715381E+00 1.226799527E+00 1.228610791E+00 1.235870565E+00 1.251400120E+00
320 1.088481798E+00 1.183285998E+00 1.207146342E+00 1.217600291E+00 1.224638482E+00 1.227930610E+00 1.230004904E+00 1.236861856E+00 1.251273257E+00
325 1.012692621E+00 1.152407958E+00 1.202386992E+00 1.217689910E+00 1.225471088E+00 1.228709347E+00 1.230637962E+00 1.236896074E+00 1.250660663E+00
330 1.013866167E+00 1.086530337E+00 1.188696295E+00 1.215307854E+00 1.225217044E+00 1.228829580E+00 1.229663316E+00 1.235207541E+00 1.248626301E+00
335 1.017135203E+00 1.009573508E+00 1.157434365E+00 1.209406066E+00 1.223147618E+00 1.227176028E+00 1.228391831E+00 1.232969188E+00 1.244347751E+00
340 1.023229324E+00 1.010494784E+00 1.093857708E+00 1.195066098E+00 1.219625847E+00 1.225138853E+00 1.226065060E+00 1.229526919E+00 1.239254180E+00
