T(K) Nd(cm-3) Mu(cm2/Vs)
273 1.00000E+13 5.80764E+2
273 1.20226E+13 5.80629E+2
273 1.44544E+13 5.80476E+2
273 1.73780E+13 5.80301E+2
273 2.08930E+13 5.80102E+2
273 2.51189E+13 5.79875E+2
273 3.01995E+13 5.79616E+2
273 3.63078E+13 5.79322E+2
273 4.36516E+13 5.78987E+2
273 5.24807E+13 5.78606E+2
273 6.30957E+13 5.78173E+2
273 7.58578E+13 5.77680E+2
273 9.12011E+13 5.77119E+2
273 1.09648E+14 5.76482E+2
273 1.31826E+14 5.75759E+2
273 1.58489E+14 5.74937E+2
273 1.90546E+14 5.74005E+2
273 2.29087E+14 5.72949E+2
273 2.75423E+14 5.71751E+2
273 3.31131E+14 5.70396E+2
273 3.98107E+14 5.68863E+2
273 4.78630E+14 5.67130E+2
273 5.75440E+14 5.65175E+2
273 6.91831E+14 5.62972E+2
273 8.31764E+14 5.60491E+2
273 1.00000E+15 5.57704E+2
273 1.20226E+15 5.54578E+2
273 1.44544E+15 5.51079E+2
273 1.73780E+15 5.47170E+2
273 2.08930E+15 5.42814E+2
273 2.51189E+15 5.37975E+2
273 3.01995E+15 5.32613E+2
273 3.63078E+15 5.26692E+2
273 4.36516E+15 5.20177E+2
273 5.24807E+15 5.13038E+2
273 6.30957E+15 5.05247E+2
273 7.58578E+15 4.96784E+2
273 9.12011E+15 4.87637E+2
273 1.09648E+16 4.77804E+2
273 1.31826E+16 4.67291E+2
273 1.58489E+16 4.56121E+2
273 1.90546E+16 4.44324E+2
273 2.29087E+16 4.31949E+2
273 2.75423E+16 4.19054E+2
273 3.31131E+16 4.05710E+2
273 3.98107E+16 3.92000E+2
273 4.78630E+16 3.78011E+2
273 5.75440E+16 3.63842E+2
273 6.91831E+16 3.49589E+2
273 8.31764E+16 3.35353E+2
278 1.00000E+13 5.57572E+2
278 1.20226E+13 5.57450E+2
278 1.44544E+13 5.57310E+2
278 1.73780E+13 5.57151E+2
278 2.08930E+13 5.56969E+2
278 2.51189E+13 5.56762E+2
278 3.01995E+13 5.56527E+2
278 3.63078E+13 5.56259E+2
278 4.36516E+13 5.55954E+2
278 5.24807E+13 5.55606E+2
278 6.30957E+13 5.55211E+2
278 7.58578E+13 5.54762E+2
278 9.12011E+13 5.54250E+2
278 1.09648E+14 5.53670E+2
278 1.31826E+14 5.53010E+2
278 1.58489E+14 5.52260E+2
278 1.90546E+14 5.51410E+2
278 2.29087E+14 5.50445E+2
278 2.75423E+14 5.49352E+2
278 3.31131E+14 5.48115E+2
278 3.98107E+14 5.46714E+2
278 4.78630E+14 5.45131E+2
278 5.75440E+14 5.43344E+2
278 6.91831E+14 5.41329E+2
278 8.31764E+14 5.39059E+2
278 1.00000E+15 5.36508E+2
278 1.20226E+15 5.33644E+2
278 1.44544E+15 5.30436E+2
278 1.73780E+15 5.26849E+2
278 2.08930E+15 5.22850E+2
278 2.51189E+15 5.18401E+2
278 3.01995E+15 5.13467E+2
