T(K) Nd(cm-3) Mu(cm2/Vs)
425 2.84734E+13 2.15235E+2
336 5.38253E+15 3.39815E+2
425 6.10326E+14 2.12505E+2
283 1.56957E+16 4.29800E+2
355 4.82008E+13 3.20959E+2
422 6.42291E+16 1.81555E+2
337 1.61174E+13 3.60789E+2
474 1.08461E+15 1.66319E+2
386 1.10611E+14 2.66555E+2
432 2.40727E+15 2.02635E+2
467 7.96910E+16 1.47525E+2
317 6.90437E+14 4.07718E+2
336 2.41633E+16 3.03374E+2
467 1.45032E+15 1.71449E+2
385 1.85035E+13 2.67900E+2
473 2.44256E+15 1.66271E+2
313 1.36697E+13 4.27659E+2
356 1.14820E+15 3.12771E+2
356 1.94267E+16 2.77940E+2
423 3.69536E+15 2.10375E+2
412 7.56911E+16 1.85986E+2
322 1.14871E+16 3.50684E+2
339 1.63056E+14 3.54248E+2
419 2.30508E+13 2.21835E+2
487 1.37396E+16 1.50795E+2
475 2.15185E+16 1.55800E+2
419 3.02107E+15 2.16397E+2
439 1.25066E+14 1.99540E+2
444 2.75232E+13 1.94907E+2
485 4.01348E+14 1.58818E+2
395 8.05849E+16 1.98492E+2
469 8.46269E+14 1.70917E+2
384 4.15200E+13 2.69876E+2
351 5.89058E+13 3.29882E+2
359 1.28227E+14 3.11789E+2
283 3.84361E+13 5.34035E+2
358 2.34023E+14 3.14081E+2
443 5.88638E+16 1.67591E+2
429 1.53239E+14 2.10060E+2
317 2.32505E+13 4.13790E+2
422 1.13390E+15 2.15813E+2
371 4.96836E+14 2.89343E+2
324 4.47510E+14 3.90452E+2
458 2.39345E+16 1.67420E+2
307 5.71502E+15 4.05666E+2
302 1.46742E+15 4.43749E+2
383 4.06167E+16 2.27169E+2
375 1.07147E+13 2.84792E+2
299 3.84631E+14 4.66154E+2
428 8.69043E+14 2.09116E+2
373 1.53189E+16 2.59128E+2
498 5.88811E+15 1.46435E+2
369 1.68821E+15 2.87146E+2
379 6.02426E+16 2.20728E+2
419 1.61412E+14 2.20988E+2
448 1.21643E+13 1.90545E+2
287 5.72730E+16 3.41638E+2
420 3.80726E+14 2.19043E+2
412 1.36618E+16 2.12862E+2
380 5.48248E+15 2.62680E+2
480 4.89884E+13 1.63436E+2
332 5.30973E+14 3.69606E+2
397 1.72742E+14 2.48892E+2
464 1.84114E+15 1.73714E+2
476 1.91304E+14 1.66450E+2
289 5.09102E+13 5.09863E+2
350 1.05573E+16 2.99985E+2
332 5.11468E+14 3.69484E+2
357 1.22965E+13 3.17342E+2
340 9.91151E+15 3.20340E+2
482 8.39616E+14 1.60402E+2
285 4.16605E+15 4.79671E+2
479 5.95606E+13 1.63947E+2
291 1.43681E+16 4.13218E+2
478 1.65553E+15 1.63020E+2
427 1.96651E+13 2.11982E+2
343 1.43353E+14 3.46561E+2
465 1.64472E+13 1.75757E+2
393 1.65055E+15 2.50389E+2
432 1.84141E+16 1.91016E+2
497 3.28399E+13 1.51077E+2
361 1.88837E+13 3.09734E+2
492 4.88519E+16 1.39022E+2
398 1.11999E+14 2.47661E+2
420 1.42905E+14 2.19667E+2
466 2.43679E+16 1.61081E+2
468 3.47012E+16 1.56907E+2
312 1.36119E+13 4.31426E+2
336 1.56660E+13 3.63936E+2
378 4.57573E+15 2.66658E+2
331 5.60100E+16 2.77925E+2
359 1.66872E+13 3.13768E+2
372 4.32452E+16 2.36582E+2
298 4.35632E+16 3.39463E+2
455 3.44498E+16 1.65548E+2
303 5.30879E+15 4.19291E+2
475 4.56756E+15 1.63031E+2
438 8.16625E+16 1.65874E+2
333 6.45099E+14 3.64970E+2
394 3.17406E+16 2.19961E+2
391 1.52919E+13 2.58780E+2
379 9.60950E+13 2.77398E+2
355 6.69531E+14 3.16443E+2
434 7.14078E+14 2.02765E+2
404 4.67519E+16 2.02661E+2
440 2.43322E+13 1.98834E+2
482 1.35881E+15 1.60321E+2
376 5.84431E+14 2.80197E+2
325 1.48309E+13 3.91834E+2
497 1.13808E+13 1.50811E+2
346 5.57656E+14 3.37230E+2
431 2.52317E+14 2.07001E+2
370 4.41240E+14 2.90850E+2
358 8.75486E+15 2.90691E+2
336 3.77318E+16 2.86668E+2
458 6.90187E+15 1.74773E+2
291 3.17506E+13 5.03787E+2
311 7.53440E+14 4.22459E+2
484 1.29391E+13 1.60244E+2
435 1.16890E+15 2.01154E+2
396 2.59322E+16 2.21289E+2
282 4.93683E+13 5.38493E+2
323 2.21708E+14 3.96084E+2
441 1.70196E+16 1.83341E+2
373 2.32849E+16 2.51297E+2
297 3.90622E+16 3.47799E+2
412 9.07740E+13 2.30330E+2
368 1.30565E+14 2.96488E+2
442 9.26787E+14 1.94821E+2
461 5.71352E+13 1.78831E+2
300 5.54040E+13 4.69090E+2
492 7.88353E+16 1.33951E+2
327 9.84349E+14 3.77171E+2
430 1.68122E+15 2.05761E+2
416 1.96238E+14 2.25053E+2
426 1.33995E+13 2.13711E+2
