T(K) Nd(cm-3) Mu(cm2/Vs)
273 1.00000E+13 5.81206E+2
273 1.20226E+13 5.81133E+2
273 1.44544E+13 5.81050E+2
273 1.73780E+13 5.80955E+2
273 2.08930E+13 5.80846E+2
273 2.51189E+13 5.80722E+2
273 3.01995E+13 5.80581E+2
273 3.63078E+13 5.80419E+2
273 4.36516E+13 5.80235E+2
273 5.24807E+13 5.80025E+2
273 6.30957E+13 5.79785E+2
273 7.58578E+13 5.79512E+2
273 9.12011E+13 5.79200E+2
273 1.09648E+14 5.78845E+2
273 1.31826E+14 5.78439E+2
273 1.58489E+14 5.77978E+2
273 1.90546E+14 5.77451E+2
273 2.29087E+14 5.76852E+2
273 2.75423E+14 5.76169E+2
273 3.31131E+14 5.75392E+2
273 3.98107E+14 5.74508E+2
273 4.78630E+14 5.73501E+2
273 5.75440E+14 5.72357E+2
273 6.91831E+14 5.71058E+2
273 8.31764E+14 5.69582E+2
273 1.00000E+15 5.67907E+2
273 1.20226E+15 5.66007E+2
273 1.44544E+15 5.63856E+2
273 1.73780E+15 5.61422E+2
273 2.08930E+15 5.58671E+2
273 2.51189E+15 5.55567E+2
273 3.01995E+15 5.52068E+2
273 3.63078E+15 5.48133E+2
273 4.36516E+15 5.43715E+2
273 5.24807E+15 5.38765E+2
273 6.30957E+15 5.33234E+2
273 7.58578E+15 5.27070E+2
273 9.12011E+15 5.20221E+2
273 1.09648E+16 5.12639E+2
273 1.31826E+16 5.04274E+2
273 1.58489E+16 4.95086E+2
273 1.90546E+16 4.85038E+2
273 2.29087E+16 4.74106E+2
273 2.75423E+16 4.62275E+2
273 3.31131E+16 4.49546E+2
273 3.98107E+16 4.35938E+2
273 4.78630E+16 4.21488E+2
273 5.75440E+16 4.06253E+2
273 6.91831E+16 3.90312E+2
273 8.31764E+16 3.73762E+2
278 1.00000E+13 5.57976E+2
278 1.20226E+13 5.57909E+2
278 1.44544E+13 5.57833E+2
278 1.73780E+13 5.57747E+2
278 2.08930E+13 5.57648E+2
278 2.51189E+13 5.57535E+2
278 3.01995E+13 5.57406E+2
278 3.63078E+13 5.57259E+2
278 4.36516E+13 5.57091E+2
278 5.24807E+13 5.56900E+2
278 6.30957E+13 5.56681E+2
278 7.58578E+13 5.56432E+2
278 9.12011E+13 5.56148E+2
278 1.09648E+14 5.55824E+2
278 1.31826E+14 5.55455E+2
278 1.58489E+14 5.55034E+2
278 1.90546E+14 5.54555E+2
278 2.29087E+14 5.54008E+2
278 2.75423E+14 5.53386E+2
278 3.31131E+14 5.52678E+2
278 3.98107E+14 5.51871E+2
278 4.78630E+14 5.50954E+2
278 5.75440E+14 5.49910E+2
278 6.91831E+14 5.48724E+2
278 8.31764E+14 5.47377E+2
