T(K) Nd(cm-3) Mu(cm2/Vs)
366 3.28215E+13 2.99642E+2
332 2.87647E+14 3.71257E+2
463 2.91225E+13 1.76552E+2
465 4.92816E+14 1.74830E+2
332 2.95723E+13 3.73807E+2
390 2.34059E+13 2.60883E+2
364 1.78515E+15 2.99159E+2
320 1.74837E+16 3.63685E+2
471 1.92199E+14 1.70309E+2
311 1.03041E+13 4.35039E+2
421 2.31331E+14 2.19155E+2
288 6.11145E+14 5.09446E+2
355 3.79059E+13 3.22610E+2
367 6.10463E+16 2.50530E+2
291 4.14370E+13 5.03777E+2
305 5.71700E+16 3.45773E+2
454 2.37925E+13 1.85202E+2
391 3.17124E+16 2.35261E+2
446 6.05266E+16 1.73987E+2
479 9.39105E+14 1.63152E+2
340 5.94356E+13 3.55097E+2
477 2.42146E+14 1.65335E+2
467 2.44749E+14 1.73739E+2
469 5.62387E+13 1.71964E+2
365 7.49430E+16 2.47172E+2
281 2.04715E+13 5.42892E+2
361 6.07051E+15 2.98998E+2
403 1.87853E+14 2.42157E+2
460 9.27870E+16 1.58321E+2
322 2.01450E+15 3.91982E+2
361 2.69374E+15 3.04293E+2
402 1.63442E+16 2.30660E+2
369 9.05288E+16 2.36751E+2
284 1.86988E+16 4.53871E+2
341 2.94498E+13 3.53096E+2
281 3.88851E+15 5.14016E+2
401 1.10222E+15 2.43399E+2
461 1.00443E+13 1.78544E+2
439 3.28954E+14 1.99327E+2
348 7.81957E+14 3.34487E+2
446 4.45066E+13 1.92183E+2
430 2.53318E+14 2.08666E+2
388 5.31727E+16 2.29694E+2
335 2.81740E+13 3.67654E+2
421 4.02057E+14 2.18841E+2
409 9.99404E+16 1.95239E+2
279 1.21354E+15 5.40903E+2
342 1.09505E+14 3.50238E+2
325 3.74212E+16 3.29234E+2
298 4.66187E+16 3.69576E+2
488 9.42689E+14 1.56772E+2
367 5.78301E+13 2.98945E+2
378 5.39629E+14 2.77943E+2
498 4.32944E+16 1.41292E+2
313 9.46828E+15 3.94816E+2
478 1.43207E+15 1.63767E+2
314 5.03499E+14 4.20697E+2
416 5.24513E+15 2.20809E+2
312 8.34842E+13 4.29572E+2
489 3.66226E+13 1.55448E+2
336 5.33213E+16 2.97771E+2
328 6.56457E+16 3.01029E+2
398 1.58159E+13 2.48435E+2
500 5.63015E+16 1.38817E+2
327 1.27014E+14 3.86668E+2
486 4.48662E+15 1.56977E+2
281 2.03720E+13 5.46373E+2
484 5.89642E+16 1.47857E+2
494 7.28733E+13 1.52728E+2
397 5.80341E+13 2.49897E+2
423 4.65571E+13 2.16615E+2
294 1.21552E+14 4.91020E+2
491 4.95588E+15 1.52996E+2
340 5.63796E+15 3.40441E+2
358 4.60737E+16 2.70594E+2
298 8.46315E+13 4.77450E+2
435 1.36653E+13 2.03407E+2
333 5.80613E+14 3.68120E+2
466 9.09021E+16 1.54688E+2
389 8.39954E+14 2.60503E+2
396 9.77023E+16 2.06982E+2
432 1.75728E+14 2.06745E+2
434 1.11381E+13 2.04444E+2
313 9.08548E+13 4.25620E+2
419 1.03569E+13 2.21492E+2
294 8.36083E+13 4.91871E+2
496 1.13929E+13 1.48878E+2
408 1.94298E+15 2.32165E+2
385 7.07880E+13 2.68073E+2
294 1.12710E+16 4.42957E+2
484 6.40052E+14 1.60060E+2
484 8.23585E+15 1.57116E+2
400 1.56041E+13 2.46090E+2
330 8.12095E+15 3.58102E+2
304 1.28264E+16 4.12615E+2
476 1.58774E+15 1.65686E+2
346 1.71671E+14 3.39178E+2
393 3.41016E+16 2.31507E+2
491 2.10828E+15 1.54062E+2
376 5.38510E+16 2.43573E+2
412 2.15838E+16 2.16486E+2
427 5.16659E+15 2.07803E+2
334 1.47595E+14 3.67673E+2
347 2.74452E+14 3.36650E+2
328 8.93681E+15 3.61228E+2
359 1.73370E+13 3.13270E+2
382 5.85289E+14 2.70717E+2
344 9.23188E+14 3.41456E+2
496 6.68418E+13 1.51026E+2
324 2.43608E+14 3.92915E+2
487 9.03210E+14 1.57604E+2
365 1.91745E+16 2.78109E+2
461 2.53596E+16 1.69564E+2
389 4.60965E+13 2.62727E+2
408 6.90426E+13 2.35601E+2
444 3.60902E+14 1.94567E+2
405 3.35584E+15 2.34792E+2
459 6.31135E+14 1.79630E+2
494 3.93238E+15 1.51498E+2
363 1.85629E+15 3.01406E+2
442 2.21798E+14 1.96234E+2
379 9.80304E+14 2.76068E+2
389 3.36434E+15 2.57299E+2
468 3.76520E+16 1.61744E+2
439 3.30251E+15 1.96769E+2
427 2.45450E+13 2.12331E+2
305 2.35631E+16 3.87109E+2
390 8.61452E+16 2.16323E+2
362 4.23316E+15 2.98531E+2
426 7.04645E+15 2.08581E+2
329 7.13852E+14 3.77624E+2
450 9.28312E+14 1.88315E+2
466 7.23256E+13 1.74729E+2
381 8.11107E+15 2.63452E+2
472 3.05660E+14 1.69306E+2
300 3.76175E+13 4.70596E+2
415 8.78930E+14 2.24740E+2
