d Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.000000000E+01 1.048859305E+00 1.019733340E+00 2.912596500E-02 1.042824772E+00 1.016724184E+00 2.610058800E-02 6.034533000E-03 3.009156000E-03
150 1.016672606E+01 1.048776675E+00 1.019726711E+00 2.904996400E-02 1.044488635E+00 1.017565693E+00 2.692294200E-02 4.288040000E-03 2.161018000E-03
150 1.033324570E+01 1.048655981E+00 1.019717029E+00 2.893895200E-02 1.045648641E+00 1.018188335E+00 2.746030600E-02 3.007340000E-03 1.528694000E-03
150 1.049996187E+01 1.048480084E+00 1.019702926E+00 2.877715800E-02 1.046391836E+00 1.018633477E+00 2.775835900E-02 2.088248000E-03 1.069449000E-03
150 1.066670514E+01 1.048224588E+00 1.019682454E+00 2.854213400E-02 1.046785670E+00 1.018940233E+00 2.784543700E-02 1.438918000E-03 7.422210000E-04
150 1.083333839E+01 1.047855268E+00 1.019652893E+00 2.820237500E-02 1.046869985E+00 1.019140665E+00 2.772932000E-02 9.852830000E-04 5.122280000E-04
150 1.100000000E+01 1.047325187E+00 1.019610540E+00 2.771464700E-02 1.046654310E+00 1.019258407E+00 2.739590300E-02 6.708770000E-04 3.521330000E-04
150 1.116672606E+01 1.046572186E+00 1.019550558E+00 2.702162800E-02 1.046117972E+00 1.019309111E+00 2.680886100E-02 4.542140000E-04 2.414470000E-04
150 1.133324570E+01 1.045518459E+00 1.019467073E+00 2.605138600E-02 1.045212899E+00 1.019301786E+00 2.591111300E-02 3.055600000E-04 1.652870000E-04
150 1.149996187E+01 1.044075599E+00 1.019353907E+00 2.472169200E-02 1.043871642E+00 1.019240840E+00 2.463080200E-02 2.039570000E-04 1.130670000E-04
150 1.166670514E+01 1.042160843E+00 1.019206676E+00 2.295416700E-02 1.042026035E+00 1.019129316E+00 2.289671900E-02 1.348080000E-04 7.736000000E-05
150 1.183333839E+01 1.039731711E+00 1.019027430E+00 2.070428100E-02 1.039643672E+00 1.018974419E+00 2.066925300E-02 8.803900000E-05 5.301100000E-05
150 1.200000000E+01 1.036842929E+00 1.018833397E+00 1.800953200E-02 1.036786203E+00 1.018796936E+00 1.798926700E-02 5.672600000E-05 3.646100000E-05
150 1.216672606E+01 1.033714792E+00 1.018670444E+00 1.504434800E-02 1.033678668E+00 1.018645177E+00 1.503349100E-02 3.612400000E-05 2.526700000E-05
150 1.233324570E+01 1.030771648E+00 1.018629164E+00 1.214248400E-02 1.030748699E+00 1.018611410E+00 1.213728900E-02 2.294900000E-05 1.775400000E-05
150 1.249996187E+01 1.028581816E+00 1.018855304E+00 9.726512000E-03 1.028566952E+00 1.018842534E+00 9.724418000E-03 1.486400000E-05 1.277000000E-05
150 1.266670514E+01 1.027661811E+00 1.019541200E+00 8.120611000E-03 1.027651672E+00 1.019531683E+00 8.119989000E-03 1.013900000E-05 9.517000000E-06
150 1.283333839E+01 1.028243452E+00 1.020889336E+00 7.354116000E-03 1.028235978E+00 1.020881903E+00 7.354075000E-03 7.474000000E-06 7.433000000E-06
150 1.300000000E+01 1.030221365E+00 1.023060997E+00 7.160368000E-03 1.030215409E+00 1.023054881E+00 7.160528000E-03 5.956000000E-06 6.116000000E-06
180 1.000000000E+01 1.048085166E+00 1.018567305E+00 2.951786100E-02 1.042935170E+00 1.016101623E+00 2.683354700E-02 5.149996000E-03 2.465682000E-03
180 1.016672606E+01 1.047964792E+00 1.018556514E+00 2.940827800E-02 1.044328776E+00 1.016798059E+00 2.753071700E-02 3.636016000E-03 1.758455000E-03
180 1.033324570E+01 1.047789328E+00 1.018540779E+00 2.924854900E-02 1.045252332E+00 1.017303329E+00 2.794900300E-02 2.536996000E-03 1.237450000E-03
180 1.049996187E+01 1.047534385E+00 1.018517909E+00 2.901647600E-02 1.045780276E+00 1.017655546E+00 2.812473000E-02 1.754109000E-03 8.623630000E-04
