d Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.000000000E+01 1.341749494E+00 1.099400185E+00 2.423493090E-01 1.236074909E+00 1.054666864E+00 1.814080450E-01 1.056745850E-01 4.473332100E-02
150 1.016672606E+01 1.341810673E+00 1.100090070E+00 2.417206030E-01 1.261065683E+00 1.064131828E+00 1.969338550E-01 8.074499000E-02 3.595824200E-02
150 1.033324570E+01 1.341899934E+00 1.101077995E+00 2.408219390E-01 1.281432795E+00 1.073110831E+00 2.083219640E-01 6.046713900E-02 2.796716400E-02
150 1.049996187E+01 1.342029819E+00 1.102478060E+00 2.395517590E-01 1.297396372E+00 1.081334453E+00 2.160619190E-01 4.463344700E-02 2.114360700E-02
150 1.066670514E+01 1.342218047E+00 1.104431709E+00 2.377863380E-01 1.309605664E+00 1.088805652E+00 2.208000120E-01 3.261238300E-02 1.562605700E-02
150 1.083333839E+01 1.342489318E+00 1.107101292E+00 2.353880260E-01 1.318845077E+00 1.095747562E+00 2.230975150E-01 2.364424100E-02 1.135373000E-02
150 1.100000000E+01 1.342877103E+00 1.110647647E+00 2.322294560E-01 1.325853819E+00 1.102497639E+00 2.233561800E-01 1.702328400E-02 8.150008000E-03
150 1.116672606E+01 1.343425336E+00 1.115188657E+00 2.282366790E-01 1.331253504E+00 1.109388406E+00 2.218650980E-01 1.217183200E-02 5.800251000E-03
150 1.133324570E+01 1.344188619E+00 1.120743754E+00 2.234448650E-01 1.335543145E+00 1.116642630E+00 2.189005150E-01 8.645474000E-03 4.101124000E-03
150 1.149996187E+01 1.345229977E+00 1.127185626E+00 2.180443510E-01 1.339121476E+00 1.124302193E+00 2.148192830E-01 6.108501000E-03 2.883433000E-03
150 1.166670514E+01 1.346614619E+00 1.134233142E+00 2.123814770E-01 1.342308532E+00 1.132216461E+00 2.100920710E-01 4.306087000E-03 2.016681000E-03
150 1.183333839E+01 1.348399270E+00 1.141508937E+00 2.068903330E-01 1.345356080E+00 1.140104987E+00 2.052510930E-01 3.043190000E-03 1.403950000E-03
150 1.200000000E+01 1.350619726E+00 1.148638749E+00 2.019809770E-01 1.348449417E+00 1.147665075E+00 2.007843420E-01 2.170309000E-03 9.736740000E-04
150 1.216672606E+01 1.353281862E+00 1.155338174E+00 1.979436880E-01 1.351708108E+00 1.154664708E+00 1.970434000E-01 1.573754000E-03 6.734660000E-04
150 1.233324570E+01 1.356361215E+00 1.161443070E+00 1.949181450E-01 1.355192937E+00 1.160978210E+00 1.942147270E-01 1.168278000E-03 4.648600000E-04
150 1.249996187E+01 1.359812201E+00 1.166889426E+00 1.929227750E-01 1.358920735E+00 1.166569191E+00 1.923515440E-01 8.914660000E-04 3.202350000E-04
150 1.266670514E+01 1.363582729E+00 1.171675713E+00 1.919070160E-01 1.362883570E+00 1.171455613E+00 1.914279570E-01 6.991590000E-04 2.201000000E-04
150 1.283333839E+01 1.367628321E+00 1.175833080E+00 1.917952410E-01 1.367066842E+00 1.175682247E+00 1.913845950E-01 5.614790000E-04 1.508330000E-04
150 1.300000000E+01 1.371920179E+00 1.179626353E+00 1.922938260E-01 1.371461093E+00 1.179459239E+00 1.920018540E-01 4.590860000E-04 1.671140000E-04
180 1.000000000E+01 1.337973365E+00 1.091709749E+00 2.462636160E-01 1.228178681E+00 1.050388565E+00 1.777901160E-01 1.097946840E-01 4.132118400E-02
180 1.016672606E+01 1.338063813E+00 1.092647673E+00 2.454161400E-01 1.254015428E+00 1.059324706E+00 1.946907220E-01 8.404838500E-02 3.332296700E-02
180 1.033324570E+01 1.338195395E+00 1.093981047E+00 2.442143480E-01 1.275310263E+00 1.067958162E+00 2.073521010E-01 6.288513200E-02 2.602288500E-02
180 1.049996187E+01 1.338386073E+00 1.095850328E+00 2.425357450E-01 1.292139036E+00 1.076077688E+00 2.160613480E-01 4.624703700E-02 1.977264000E-02
180 1.066670514E+01 1.338660822E+00 1.098421061E+00 2.402397610E-01 1.305081216E+00 1.083719333E+00 2.213618830E-01 3.357960600E-02 1.470172800E-02
180 1.083333839E+01 1.339053559E+00 1.101865579E+00 2.371879800E-01 1.314911923E+00 1.091108395E+00 2.238035280E-01 2.414163600E-02 1.075718400E-02
180 1.100000000E+01 1.339608554E+00 1.106326273E+00 2.332822810E-01 1.322398066E+00 1.098545152E+00 2.238529140E-01 1.721048800E-02 7.781121000E-03
180 1.116672606E+01 1.340380780E+00 1.111860739E+00 2.285200410E-01 1.328205206E+00 1.106279919E+00 2.219252870E-01 1.217557400E-02 5.580820000E-03
180 1.133324570E+01 1.341433215E+00 1.118386931E+00 2.230462840E-01 1.332876752E+00 1.114412217E+00 2.184645350E-01 8.556463000E-03 3.974714000E-03
180 1.149996187E+01 1.342829935E+00 1.125661640E+00 2.171682950E-01 1.336844140E+00 1.122848899E+00 2.139952410E-01 5.985795000E-03 2.812741000E-03
180 1.166670514E+01 1.344624480E+00 1.133320554E+00 2.113039260E-01 1.340439955E+00 1.131341944E+00 2.090980110E-01 4.184525000E-03 1.978610000E-03
180 1.183333839E+01 1.346846465E+00 1.140971603E+00 2.058748620E-01 1.343905922E+00 1.139587001E+00 2.043189210E-01 2.940543000E-03 1.384602000E-03
180 1.200000000E+01 1.349492335E+00 1.148290252E+00 2.012020830E-01 1.347399329E+00 1.147325437E+00 2.000738920E-01 2.093006000E-03 9.648150000E-04
