fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_340 001_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.896835781E-13 1.000000000E+20 1.216937598E+00 1.735149951E-14 2.625659032E-05 
001_340_SRH 001_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.441545687E-13 1.000000000E+20 1.259778700E+00 1.528148714E-14 7.321462239E-05 
002_340 002_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.549703831E-13 1.000000000E+20 1.229348437E+00 2.442312192E-14 3.496923164E-05 
002_340_SRH 002_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.100059420E-13 1.000000000E+20 1.260170424E+00 2.240915235E-14 7.395856021E-05 
003_340 003_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.490388647E-13 1.000000000E+20 1.238909771E+00 3.481483064E-14 4.376866132E-05 
003_340_SRH 003_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.049086175E-13 1.000000000E+20 1.260735516E+00 3.284790358E-14 7.504737186E-05 
004_340 004_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.835088726E-13 1.000000000E+20 1.246273617E+00 5.004521192E-14 5.221950662E-05 
004_340_SRH 004_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.405799270E-13 1.000000000E+20 1.261544302E+00 4.812190986E-14 7.663875911E-05 
005_340 005_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.735884088E-13 1.000000000E+20 1.252101387E+00 7.232188211E-14 6.024150210E-05 
005_340_SRH 005_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.323530250E-13 1.000000000E+20 1.262689196E+00 7.044379380E-14 7.895993820E-05 
006_340 006_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.038249411E-12 1.000000000E+20 1.255179979E+00 1.045260039E-13 7.100760942E-05 
006_340_SRH 006_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.993361425E-13 1.000000000E+20 1.262805320E+00 1.027462687E-13 8.467109175E-05 
007_340 007_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.398994156E-12 1.000000000E+20 1.259170879E+00 1.517700432E-13 8.225618356E-05 
007_340_SRH 007_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.263163734E-12 1.000000000E+20 1.265277288E+00 1.502714943E-13 9.118977157E-05 
008_340 008_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.878169225E-12 1.000000000E+20 1.264009748E+00 2.205717688E-13 9.155565705E-05 
008_340_SRH 008_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.746366692E-12 1.000000000E+20 1.268176830E+00 2.191463225E-13 9.846788825E-05 
009_340 009_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.494930868E-12 1.000000000E+20 1.269138327E+00 3.205770199E-13 1.036740859E-04 
009_340_SRH 009_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.368091548E-12 1.000000000E+20 1.271952550E+00 3.192122474E-13 1.091164742E-04 
010_340 010_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.262069011E-12 1.000000000E+20 1.274711397E+00 4.652188695E-13 1.155684191E-04 
010_340_SRH 010_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.140964426E-12 1.000000000E+20 1.276739891E+00 4.640598361E-13 1.198492407E-04 
011_340 011_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.185026773E-12 1.000000000E+20 1.280656717E+00 6.754781921E-13 1.356313626E-04 
011_340_SRH 011_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.070228879E-12 1.000000000E+20 1.281999263E+00 6.743782362E-13 1.393418073E-04 
012_340 012_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.267653954E-12 1.000000000E+20 1.286682241E+00 9.805811559E-13 1.626517953E-04 
012_340_SRH 012_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.159290063E-12 1.000000000E+20 1.287587730E+00 9.795820419E-13 1.659475178E-04 
013_340 013_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.521928491E-12 1.000000000E+20 1.293069685E+00 1.425209342E-12 1.962465587E-04 
013_340_SRH 013_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.419676118E-12 1.000000000E+20 1.293671449E+00 1.424288603E-12 1.993107434E-04 
014_340 014_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.976410455E-12 1.000000000E+20 1.298815820E+00 2.072509037E-12 2.403461578E-04 
014_340_SRH 014_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.879626549E-12 1.000000000E+20 1.299223368E+00 2.071668148E-12 2.432180906E-04 
015_340 015_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.681518231E-12 1.000000000E+20 1.304742203E+00 3.020634999E-12 2.917765449E-04 
015_340_SRH 015_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.589372721E-12 1.000000000E+20 1.305016999E+00 3.019853314E-12 2.945196731E-04 
016_340 016_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.170246949E-11 1.000000000E+20 1.309447915E+00 4.404149463E-12 3.583157816E-04 
016_340_SRH 016_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.161413304E-11 1.000000000E+20 1.309636771E+00 4.403418558E-12 3.609600896E-04 
017_340 017_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.411845545E-11 1.000000000E+20 1.313944582E+00 6.432191214E-12 4.362925310E-04 
017_340_SRH 017_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.403319953E-11 1.000000000E+20 1.314081901E+00 6.431561197E-12 4.388042890E-04 
018_340 018_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.701568193E-11 1.000000000E+20 1.318089058E+00 9.405517637E-12 5.283919638E-04 
018_340_SRH 018_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.693290699E-11 1.000000000E+20 1.318191320E+00 9.404999881E-12 5.307794998E-04 
019_340 019_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.049024077E-11 1.000000000E+20 1.321976591E+00 1.376794762E-11 6.364113398E-04 
019_340_SRH 019_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.040948388E-11 1.000000000E+20 1.322054708E+00 1.376756418E-11 6.386771267E-04 
