fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc FF Pm Vm Im rmsre 
00L1 34946 293.2 39.544 1.000000000E+00 8.464347796E-01 3.416151971E-12 6.987143653E+02 5.871152504E+00 1.067533309E-04 2.807001663E-03 4.542641670E-01 2.806001663E-03 3.967507984E-01 5.057247565E-04 2.725334854E-01 1.855672845E-03 1.540434652E+00 
00L2 34968 293.81 39.462 1.000000000E+00 8.309024018E-01 3.632389710E-12 4.279230799E+02 4.988140858E+00 5.529450139E-05 2.903324110E-03 4.557790176E-01 2.885953668E-03 3.837740150E-01 5.047998859E-04 2.724735111E-01 1.852636895E-03 1.852640173E+00 
00L3 35206 310.79 37.306 1.000000000E+00 9.559549042E-01 5.954388114E-11 9.258787562E+19 6.975358370E+00 3.334670013E-04 2.873374330E-03 4.139590988E-01 2.872374330E-03 4.036520381E-01 4.799606351E-04 2.639953138E-01 1.818060972E-03 2.867697808E-01 
00L4 35400 325.42 35.628 1.000000000E+00 9.123057661E-01 4.566302699E-10 3.365021759E+02 3.046851329E+00 1.647307001E-05 2.876337170E-03 3.846117905E-01 2.855535280E-03 4.157918493E-01 4.566527690E-04 2.535215799E-01 1.801253013E-03 1.210499350E-01 
00L5 35600 330.75 35.054 1.000000000E+00 1.109908529E+00 1.227684777E-09 7.184290801E+02 5.452339949E+00 1.831130570E-04 2.846118420E-03 3.731425171E-01 2.845118420E-03 4.177993498E-01 4.435502660E-04 2.482244354E-01 1.786921149E-03 1.193580687E-01 
00L6 35806 326.24 35.539 1.000000000E+00 8.247891924E-01 4.590241208E-10 3.202531029E+02 2.905596965E+00 1.328503469E-05 2.873665719E-03 3.826130844E-01 2.848508132E-03 4.145903710E-01 4.518522951E-04 2.524007198E-01 1.790212885E-03 1.423128800E-01 
00L7 36002 322.66 35.933 1.000000000E+00 8.421456149E-01 2.561012904E-10 3.062996113E+02 2.869557533E+00 1.001247523E-05 2.897940364E-03 3.931595825E-01 2.859540926E-03 4.120419772E-01 4.632406307E-04 2.572847198E-01 1.800498018E-03 1.540639935E-01 
00L8 36200 320.77 36.145 1.000000000E+00 9.912146723E-01 2.619434989E-10 1.540939794E+03 7.230421725E+00 3.411961382E-04 2.866394221E-03 3.962426010E-01 2.865394221E-03 4.111961764E-01 4.668685444E-04 2.588757954E-01 1.803454044E-03 1.633589132E+00 
00L9 36408 320.22 36.207 1.000000000E+00 8.601831443E-01 1.996264602E-10 1.047623945E+03 5.602765575E+00 1.947674953E-04 2.866884707E-03 3.935954420E-01 2.865884707E-03 4.143505116E-01 4.673870282E-04 2.588363312E-01 1.805793537E-03 4.527334737E-01 
0L10 36428 320.21 36.208 1.000000000E+00 6.401722775E-01 1.000000044E-17 1.615320402E+02 1.255641119E+00 8.267780020E-09 3.277576815E-03 3.961332854E-01 3.276576815E-03 3.596693526E-01 4.668368425E-04 2.585598419E-01 1.805518491E-03 4.389838414E+00 
