N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.029339800E-02 5.966779000E-03 -2.009402000E-03 -1.844899700E-02 -4.950732700E-02 -1.009868480E-01 -1.302417760E-01 -6.587810200E-02 4.924736000E-03 8.429809000E-03 1.274695300E-02
1.600000000E+01 3.054326500E-02 3.005570800E-02 2.968764400E-02 2.968138700E-02 2.938951400E-02 2.894311000E-02 2.834343600E-02 2.664613300E-02 2.344565400E-02 1.775684200E-02 7.041410000E-03
1.700000000E+01 6.837193100E-02 6.588227100E-02 6.426836800E-02 6.265306600E-02 6.090354200E-02 5.952514500E-02 5.902088000E-02 5.882527700E-02 5.919115400E-02 6.067120100E-02 6.236356700E-02
1.549996187E+01 2.393791100E-02 2.361435900E-02 2.343534400E-02 2.157177300E-02 1.889224400E-02 1.298844500E-02 1.447343000E-03 -1.913024600E-02 -5.374770100E-02 -1.066208970E-01 -1.509562140E-01
1.649996187E+01 5.458381900E-02 5.275958100E-02 5.147105300E-02 4.999289900E-02 4.878059800E-02 4.827816300E-02 4.778740100E-02 4.752731300E-02 4.779446700E-02 4.769242300E-02 4.741738000E-02
1.674996808E+01 6.362359400E-02 6.172665500E-02 6.014847800E-02 5.836700300E-02 5.692347100E-02 5.589928200E-02 5.525105900E-02 5.509368100E-02 5.574712100E-02 5.635160200E-02 5.718459300E-02
1.624993176E+01 4.188653000E-02 4.060245100E-02 3.955143500E-02 3.897815000E-02 3.831272000E-02 3.734739600E-02 3.724111300E-02 3.682193400E-02 3.606314300E-02 3.498025300E-02 3.090031100E-02
1.574996808E+01 2.613912900E-02 2.643759200E-02 2.648317400E-02 2.612701500E-02 2.540058200E-02 2.397118500E-02 2.059657400E-02 1.411389400E-02 2.799309000E-03 -1.738904700E-02 -5.023566100E-02
1.524993176E+01 1.807230300E-02 1.737805900E-02 1.511460000E-02 1.010504500E-02 -5.430200000E-05 -1.922621100E-02 -5.374213300E-02 -1.070724920E-01 -1.390024240E-01 -7.494407700E-02 4.698265000E-03
