T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 6.750209000E-03 1.631177000E-02 2.317774100E-02 2.639747300E-02 3.203847800E-02 4.272933500E-02 5.558543700E-02 6.484423100E-02 6.962402000E-02
295 2.995150000E-03 1.521736000E-02 2.286096500E-02 2.663777100E-02 3.135434200E-02 4.130018700E-02 5.371626300E-02 6.290530400E-02 6.772010900E-02
300 -6.074785000E-03 1.264937600E-02 2.242914300E-02 2.641620700E-02 3.083573000E-02 4.006027700E-02 5.234986500E-02 6.128288000E-02 6.563025000E-02
305 -2.497826700E-02 6.976523000E-03 2.075598700E-02 2.598130000E-02 3.072221000E-02 3.943650800E-02 5.081407800E-02 5.950117300E-02 6.401932200E-02
310 -6.099110300E-02 -4.615433000E-03 1.724330500E-02 2.504937500E-02 3.035125200E-02 3.863181500E-02 4.854621600E-02 5.793356600E-02 6.224813400E-02
315 -1.209303850E-01 -2.773405000E-02 1.050959000E-02 2.333950500E-02 2.971666500E-02 3.803106700E-02 4.797289100E-02 5.714983900E-02 6.080492300E-02
320 -1.319230100E-01 -6.697882000E-02 -2.606943000E-03 1.947935200E-02 2.883482000E-02 3.782159500E-02 4.741744000E-02 5.642441400E-02 6.026736500E-02
325 -6.484682100E-02 -1.284879970E-01 -2.624230800E-02 1.206843500E-02 2.679250000E-02 3.723767300E-02 4.705635000E-02 5.618837800E-02 5.990347900E-02
330 6.389997000E-03 -1.424299920E-01 -6.614128500E-02 -1.058379000E-03 2.298141400E-02 3.631470900E-02 4.729143800E-02 5.666247800E-02 6.019130300E-02
335 1.214248400E-02 -7.643439400E-02 -1.274601870E-01 -2.445412900E-02 1.629638800E-02 3.495230600E-02 4.717504700E-02 5.723298800E-02 6.161148700E-02
340 1.981805500E-02 5.895045000E-03 -1.578921050E-01 -6.350700200E-02 3.715100000E-03 3.160713400E-02 4.679250900E-02 5.804748900E-02 6.323688900E-02
