fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 10:08:18 297.1 39.02 1.000E+000 7.600E-001 2.208E-006 3.550E+003 3.006E+000 6.275E-009 1.721E-003 
0002 10:34:42 297 39.04 1.000E+000 7.600E-001 2.175E-006 3.550E+003 3.011E+000 6.222E-009 1.695E-003 
0003 10:37:14 297.1 39.02 1.000E+000 7.600E-001 2.103E-006 3.550E+003 3.018E+000 6.204E-009 1.690E-003 
0004 10:40:50 297 39.04 1.000E+000 7.600E-001 2.116E-006 3.550E+003 3.026E+000 6.107E-009 1.631E-003 
0005 10:44:12 297 39.04 1.000E+000 7.600E-001 2.154E-006 3.550E+003 3.025E+000 6.109E-009 1.605E-003 
0006 10:47:22 297.1 39.02 1.000E+000 7.600E-001 2.171E-006 3.550E+003 3.018E+000 6.206E-009 1.635E-003 
0007 10:51:10 297 39.04 1.000E+000 7.600E-001 2.162E-006 3.550E+003 3.019E+000 6.165E-009 1.639E-003 
0008 10:53:08 297.1 39.02 1.000E+000 7.600E-001 2.227E-006 3.550E+003 3.017E+000 6.220E-009 1.628E-003 
0009 10:56:56 296.9 39.05 1.000E+000 7.600E-001 2.053E-006 3.550E+003 3.024E+000 6.090E-009 1.681E-003 
0010 10:59:44 297 39.04 1.000E+000 7.600E-001 2.096E-006 3.550E+003 3.019E+000 6.173E-009 1.678E-003 
0011 11:01:58 297.1 39.02 1.000E+000 7.600E-001 2.199E-006 3.550E+003 3.023E+000 6.180E-009 1.716E-003 
0012 11:04:22 296.9 39.05 1.000E+000 7.600E-001 2.077E-006 3.550E+003 3.023E+000 6.098E-009 1.667E-003 
0013 11:07:48 297 39.04 1.000E+000 7.600E-001 2.170E-006 3.550E+003 3.020E+000 6.177E-009 1.602E-003 
0014 11:13:26 297.1 39.02 1.000E+000 7.600E-001 2.084E-006 3.550E+003 3.020E+000 6.223E-009 2.035E-003 
0015 11:18:54 297.1 39.02 1.000E+000 7.600E-001 2.214E-006 3.550E+003 3.019E+000 6.218E-009 1.624E-003 
0016 11:23:24 297 39.04 1.000E+000 7.600E-001 2.087E-006 3.550E+003 3.025E+000 6.147E-009 1.655E-003 
0017 11:27:06 297.1 39.02 1.000E+000 7.600E-001 2.158E-006 3.550E+003 3.014E+000 6.270E-009 2.126E-003 
0018 11:34:26 297.1 39.02 1.000E+000 7.600E-001 2.167E-006 3.550E+003 3.014E+000 6.258E-009 1.632E-003 
0019 11:37:16 297.1 39.02 1.000E+000 7.600E-001 2.215E-006 3.550E+003 3.016E+000 6.236E-009 1.624E-003 
0020 11:41:48 297.1 39.02 1.000E+000 7.600E-001 2.177E-006 3.550E+003 3.016E+000 6.239E-009 1.748E-003 
0021 11:53:46 297.1 39.02 1.000E+000 7.600E-001 2.120E-006 3.550E+003 3.024E+000 6.195E-009 1.691E-003 
0022 11:57:50 297 39.04 1.000E+000 7.600E-001 2.093E-006 3.550E+003 3.022E+000 6.184E-009 1.693E-003 
0023 12:04:20 297.2 39.01 1.000E+000 7.600E-001 2.236E-006 3.550E+003 3.019E+000 6.287E-009 1.660E-003 
0024 12:09:50 297 39.04 1.000E+000 7.600E-001 2.148E-006 3.550E+003 3.016E+000 6.210E-009 1.744E-003 
0025 12:13:48 297 39.04 1.000E+000 7.600E-001 2.117E-006 3.550E+003 3.021E+000 6.197E-009 1.762E-003 
0026 12:18:04 297.1 39.02 1.000E+000 7.600E-001 2.200E-006 3.550E+003 3.023E+000 6.203E-009 1.671E-003 
0027 12:23:42 297 39.04 1.000E+000 7.600E-001 2.165E-006 3.550E+003 3.020E+000 6.203E-009 1.740E-003 
0028 12:30:24 297.1 39.02 1.000E+000 7.600E-001 2.248E-006 3.550E+003 3.020E+000 6.226E-009 1.766E-003 
0029 12:34:42 297 39.04 1.000E+000 7.600E-001 2.090E-006 3.550E+003 3.022E+000 6.203E-009 1.777E-003 
0030 12:43:40 297 39.04 1.000E+000 7.600E-001 2.091E-006 3.550E+003 3.020E+000 6.207E-009 1.773E-003 
0031 12:50:24 297.1 39.02 1.000E+000 7.600E-001 2.134E-006 3.550E+003 3.022E+000 6.245E-009 1.764E-003 
0032 13:05:46 297 39.04 1.000E+000 7.600E-001 2.088E-006 3.550E+003 3.023E+000 6.202E-009 1.695E-003 
