fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 10:08:18 297.1 39.02 1.000E+000 8.392E-001 1.947E-006 3.628E+003 3.027E+000 6.081E-009 1.652E-003 
0002 10:34:42 297 39.04 1.000E+000 8.133E-001 1.984E-006 3.675E+003 3.034E+000 5.992E-009 1.722E-003 
0003 10:37:14 297.1 39.02 1.000E+000 6.931E-001 2.335E-006 3.591E+003 3.026E+000 6.113E-009 1.695E-003 
0004 10:40:50 297 39.04 1.000E+000 8.125E-001 1.941E-006 3.627E+003 3.038E+000 5.997E-009 1.619E-003 
0005 10:44:12 297 39.04 1.000E+000 8.355E-001 1.914E-006 3.621E+003 3.038E+000 5.999E-009 1.561E-003 
0006 10:47:22 297.1 39.02 1.000E+000 8.746E-001 1.845E-006 3.674E+003 3.048E+000 5.941E-009 1.587E-003 
0007 10:51:10 297 39.04 1.000E+000 8.363E-001 1.918E-006 3.613E+003 3.033E+000 6.032E-009 1.575E-003 
0008 10:53:08 297.1 39.02 1.000E+000 8.296E-001 2.000E-006 3.596E+003 3.028E+000 6.112E-009 1.567E-003 
0009 10:56:56 296.9 39.05 1.000E+000 7.105E-001 2.215E-006 3.544E+003 3.021E+000 6.105E-009 1.687E-003 
0010 10:59:44 297 39.04 1.000E+000 7.039E-001 2.317E-006 3.531E+003 3.014E+000 6.215E-009 1.688E-003 
0011 11:01:58 297.1 39.02 1.000E+000 6.821E-001 2.392E-006 3.517E+003 3.016E+000 6.249E-009 1.673E-003 
0012 11:04:22 296.9 39.05 1.000E+000 7.214E-001 2.192E-006 3.602E+003 3.035E+000 5.978E-009 1.681E-003 
0013 11:07:48 297 39.04 1.000E+000 8.183E-001 1.964E-006 3.666E+003 3.042E+000 5.963E-009 1.600E-003 
0014 11:13:26 297.1 39.02 1.000E+000 7.017E-001 2.305E-006 3.572E+003 3.023E+000 6.179E-009 1.965E-003 
