T d154 d184 d214 d244
d 150 180 210 240
290 8.113595900E-02 7.779931200E-02 7.397655800E-02 7.242838600E-02
295 7.773245500E-02 7.476990200E-02 7.131515100E-02 6.943751200E-02
300 7.530713700E-02 7.285312100E-02 6.978221200E-02 6.861271500E-02
305 7.459129500E-02 7.278295500E-02 7.006874300E-02 6.924444700E-02
310 7.480796600E-02 7.361120700E-02 7.135005200E-02 7.086414800E-02
315 7.637331900E-02 7.587005800E-02 7.408393000E-02 7.390149500E-02
320 8.019554100E-02 8.035148100E-02 7.901336500E-02 7.914093700E-02
325 8.450893500E-02 8.538281100E-02 8.453903000E-02 8.488978800E-02
330 8.994118500E-02 9.099224600E-02 9.109460500E-02 9.171640200E-02
335 9.766941900E-02 9.923555500E-02 9.972599600E-02 1.005352860E-01
340 1.048481730E-01 1.068165560E-01 1.076452040E-01 1.086179730E-01
