N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 5.623E+16 310 2.400E-4 1.172580326E+00 1.229252912E+00
1.468000E+10 5.623E+16 310 2.400E-4 1.187070621E+00 1.230044715E+00
2.154000E+10 5.623E+16 310 2.400E-4 1.204952969E+00 1.009348506E+00
3.162000E+10 5.623E+16 310 2.400E-4 1.215567375E+00 1.232562849E+00
4.642000E+10 5.623E+16 310 2.400E-4 1.221200705E+00 1.234399834E+00
6.813000E+10 5.623E+16 310 2.400E-4 1.228777759E+00 1.236640569E+00
1.000000E+11 5.623E+16 310 2.400E-4 1.232634589E+00 1.239224385E+00
1.468000E+11 5.623E+16 310 2.400E-4 1.236340766E+00 1.242022635E+00
2.154000E+11 5.623E+16 310 2.400E-4 1.241998656E+00 1.245732822E+00
3.162000E+11 5.623E+16 310 2.400E-4 1.245819128E+00 1.248890859E+00
4.642000E+11 5.623E+16 310 2.400E-4 1.249171380E+00 1.250890815E+00
6.813000E+11 5.623E+16 310 2.400E-4 1.252386449E+00 1.252755213E+00
1.000000E+12 5.623E+16 310 2.400E-4 1.254477899E+00 1.254637430E+00
1.468000E+12 5.623E+16 310 2.400E-4 1.266952811E+00 1.268100652E+00
2.154000E+12 5.623E+16 310 2.400E-4 1.269507639E+00 1.269495156E+00
3.162000E+12 5.623E+16 310 2.400E-4 1.270641394E+00 1.270593924E+00
4.642000E+12 5.623E+16 310 2.400E-4 1.253305609E+00 1.253359947E+00
6.813000E+12 5.623E+16 310 2.400E-4 1.266677377E+00 1.266814155E+00
1.000000E+13 5.623E+16 310 2.400E-4 1.285468884E+00 1.286156993E+00
