T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.228347136E+00 1.206222265E+00 2.212487100E-02 1.228058687E+00 1.205814047E+00 2.224464000E-02 2.884490000E-04 4.082180000E-04
295 1.228623386E+00 1.207476356E+00 2.114703000E-02 1.228367201E+00 1.207098734E+00 2.126846700E-02 2.561850000E-04 3.776220000E-04
300 1.228201042E+00 1.208807193E+00 1.939384900E-02 1.227966886E+00 1.208457335E+00 1.950955100E-02 2.341560000E-04 3.498580000E-04
305 1.225799048E+00 1.210859273E+00 1.493977500E-02 1.225579169E+00 1.210518891E+00 1.506027800E-02 2.198790000E-04 3.403820000E-04
310 1.218762243E+00 1.212898310E+00 5.863933000E-03 1.218554923E+00 1.212556736E+00 5.998187000E-03 2.073200000E-04 3.415740000E-04
315 1.202656380E+00 1.214247480E+00 -1.159110000E-02 1.202471890E+00 1.213897814E+00 -1.142592400E-02 1.844900000E-04 3.496660000E-04
320 1.170151138E+00 1.214635123E+00 -4.448398500E-02 1.170022594E+00 1.214264434E+00 -4.424184000E-02 1.285440000E-04 3.706890000E-04
325 1.111067495E+00 1.211971085E+00 -1.009035900E-01 1.111061100E+00 1.211577263E+00 -1.005161630E-01 6.395000000E-06 3.938220000E-04
330 1.016183698E+00 1.202250879E+00 -1.860671810E-01 1.016389502E+00 1.201849443E+00 -1.854599410E-01 -2.058040000E-04 4.014360000E-04
335 1.012002651E+00 1.178147518E+00 -1.661448670E-01 1.011860680E+00 1.177787850E+00 -1.659271700E-01 1.419710000E-04 3.596680000E-04
340 1.013237846E+00 1.126467096E+00 -1.132292500E-01 1.013075238E+00 1.126268873E+00 -1.131936350E-01 1.626080000E-04 1.982230000E-04
