T d154 d184 d214 d244
d 150 180 210 240
290 1.227085631E+00 1.222898241E+00 1.220724844E+00 1.218615866E+00
295 1.227311148E+00 1.223206554E+00 1.221082182E+00 1.218743996E+00
300 1.226597343E+00 1.222247448E+00 1.219920119E+00 1.217049221E+00
305 1.223443653E+00 1.218092823E+00 1.214948565E+00 1.211242759E+00
310 1.214782441E+00 1.207587520E+00 1.202692261E+00 1.197450115E+00
315 1.195480457E+00 1.184862311E+00 1.176654872E+00 1.168662330E+00
320 1.157238883E+00 1.140880949E+00 1.127559910E+00 1.114893746E+00
325 1.089347340E+00 1.064882666E+00 1.044684036E+00 1.026254951E+00
330 1.011764372E+00 1.010495465E+00 1.009602850E+00 1.008916646E+00
335 1.012122598E+00 1.011079080E+00 1.010329833E+00 1.009748695E+00
340 1.013712981E+00 1.012829401E+00 1.012186301E+00 1.011678800E+00
