name time T kT_1 I
00 16:32:38 284.3 40.78 2.749E-004
00 16:39:40 286.8 40.43 2.711E-004
00 16:47:40 289.9 39.99 2.737E-004
00 16:53:38 295.7 39.21 2.731E-004
00 17:00:48 299.7 38.69 2.812E-004
00 17:07:42 305.2 37.99 2.743E-004
00 17:13:24 309.8 37.42 2.871E-004
00 17:20:00 313.6 36.97 2.941E-004
00 17:27:52 318.9 36.36 3.149E-004
001 17:34:24 323.4 35.85 3.221E-004
001 17:41:38 329.5 35.19 3.724E-004
001 17:47:52 334 34.71 3.956E-004
001 17:56:52 340.4 34.06 5.574E-004
001 18:03:28 344.5 33.66 5.036E-004
001 18:12:26 351.1 33.02 6.022E-004
